Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.1,0.4,0.92,-0.07,-2.94,0.42
-0.1,0.4,0.92,0.21,-2.8,0.42
-0.1,0.4,0.91,0.28,-2.94,0.42
-0.1,0.4,0.92,0.28,-2.94,0.56
-0.09,0.4,0.92,0.14,-2.87,0.35
-0.09,0.41,0.92,0,-3.08,0.28
-0.1,0.41,0.92,-0.28,-3.15,0.42
-0.09,0.4,0.92,-0.28,-3.36,0.49
-0.1,0.4,0.92,-0.28,-2.87,0.35
-0.09,0.4,0.92,-0.14,-3.15,0.35
-0.09,0.4,0.92,-0.14,-2.87,0.42
-0.1,0.4,0.92,-0.07,-2.73,0.28
-0.1,0.4,0.92,0,-2.8,0.35
-0.1,0.4,0.92,0.14,-2.94,0.35
-0.1,0.4,0.92,0.21,-3.01,0.42
-0.1,0.4,0.92,0.21,-2.73,0.42
-0.1,0.4,0.92,0.21,-2.73,0.63
-0.1,0.4,0.92,0.28,-2.8,0.7
-0.1,0.4,0.92,0.28,-2.87,0.63
-0.1,0.4,0.92,0.21,-2.73,0.56
-0.1,0.4,0.92,0.35,-3.01,0.63
-0.1,0.4,0.92,0.21,-2.94,0.63
-0.1,0.4,0.92,0.14,-2.94,0.49
-0.1,0.41,0.92,0.28,-3.01,0.56
-0.1,0.4,0.92,0.14,-2.94,0.63
-0.1,0.4,0.92,0,-2.87,0.49
-0.09,0.4,0.92,0,-2.8,0.56
-0.09,0.41,0.92,-0.14,-2.8,0.42
-0.09,0.4,0.92,-0.14,-2.94,0.42
-0.09,0.4,0.91,-0.21,-2.73,0.28
-0.09,0.4,0.92,-0.14,-2.8,0.35
-0.1,0.4,0.92,-0.07,-2.87,0.35
-0.1,0.4,0.92,0,-2.87,0.35
-0.1,0.4,0.92,-0.07,-2.73,0.42
-0.1,0.4,0.92,0.14,-2.87,0.56
-0.1,0.4,0.92,0.14,-2.87,0.49
-0.1,0.4,0.92,0.14,-2.8,0.49
-0.1,0.4,0.92,0.28,-3.01,0.42
-0.1,0.4,0.92,0.07,-3.08,0.49
-0.1,0.4,0.92,-0.07,-3.15,0.35
-0.1,0.4,0.92,-0.21,-3.29,0.42
-0.1,0.4,0.92,-0.42,-3.08,0.14
-0.09,0.4,0.92,-0.35,-2.94,0.14
-0.1,0.4,0.92,-0.14,-3.15,0.28
-0.1,0.4,0.92,0.07,-3.08,0.35
-0.09,0.4,0.92,0.21,-2.8,0.49
-0.09,0.4,0.92,0.35,-2.73,0.49
-0.1,0.4,0.92,0.56,-2.87,0.28
-0.1,0.4,0.92,0.49,-2.66,0.42
-0.1,0.4,0.92,0.49,-2.73,0.42
-0.1,0.4,0.92,0.49,-2.87,0.28
-0.1,0.4,0.92,0.35,-2.8,0.35
-0.1,0.4,0.92,0.21,-3.08,0.21
-0.1,0.4,0.92,0,-3.08,0.07
-0.1,0.4,0.92,-0.28,-3.22,0.21
-0.1,0.4,0.92,-0.28,-3.36,0.14
-0.09,0.4,0.92,-0.49,-3.29,0.28
-0.09,0.4,0.92,-0.42,-3.36,0.21
-0.09,0.4,0.92,-0.35,-3.08,0.35
-0.09,0.4,0.92,-0.14,-2.87,0.35
-0.09,0.4,0.92,0,-2.73,0.28
-0.1,0.4,0.92,0.35,-2.66,0.42
-0.1,0.4,0.92,0.49,-2.8,0.35
-0.1,0.4,0.92,0.49,-2.8,0.42
-0.1,0.4,0.92,0.56,-2.87,0.35
-0.1,0.4,0.92,0.21,-2.87,0.56
-0.1,0.4,0.92,0.14,-3.01,0.35
-0.1,0.4,0.92,-0.14,-2.73,0.35
-0.1,0.4,0.92,0,-3.22,0.56
-0.1,0.4,0.92,-0.07,-3.01,0.42
-0.1,0.4,0.92,0,-2.87,0.49
-0.1,0.4,0.92,0.14,-2.8,0.49
-0.1,0.4,0.92,0.21,-2.8,0.49
-0.1,0.4,0.92,0.28,-2.87,0.56
-0.1,0.4,0.92,0.35,-2.94,0.42
-0.1,0.4,0.92,0.21,-2.73,0.56
-0.1,0.4,0.92,0.14,-2.8,0.42
-0.09,0.4,0.92,0.21,-2.73,0.63
-0.1,0.4,0.92,0.28,-2.66,0.49
-0.1,0.4,0.92,0.35,-2.87,0.35
-0.1,0.4,0.92,0.49,-2.66,0.42
-0.1,0.4,0.92,0.35,-3.01,0.42
-0.1,0.4,0.92,0.35,-2.87,0.35
-0.1,0.4,0.92,0.42,-3.01,0.35
-0.1,0.4,0.92,0.28,-3.01,0.28
-0.1,0.4,0.92,0.07,-3.08,0.28
-0.1,0.4,0.92,0,-3.15,0.28
-0.1,0.41,0.92,-0.21,-3.08,0.35
-0.1,0.4,0.92,-0.35,-3.01,0.28
-0.09,0.4,0.92,-0.21,-3.08,0.28
-0.1,0.4,0.92,-0.28,-2.8,0
-0.1,0.4,0.92,-0.14,-2.94,0.14
-0.1,0.4,0.92,0,-2.94,0.42
-0.1,0.4,0.92,0,-3.08,0.28
-0.1,0.4,0.92,0.07,-3.15,0.35
-0.1,0.4,0.92,0.14,-3.29,0.42
-0.1,0.4,0.92,-0.14,-2.8,0.21
-0.09,0.4,0.92,-0.07,-3.01,0.42
-0.1,0.4,0.92,-0.07,-2.59,0.28
-0.1,0.4,0.92,-0.14,-2.73,0.49
-0.1,0.4,0.92,-0.07,-2.87,0.49
-0.1,0.4,0.92,0.14,-3.01,0.56
-0.1,0.4,0.92,0.07,-2.94,0.63
-0.1,0.4,0.92,0.21,-3.08,0.56
-0.1,0.4,0.92,0.28,-3.01,0.28
-0.1,0.4,0.92,0.35,-2.87,0.28
-0.1,0.4,0.92,0.21,-2.94,0.07
-0.1,0.4,0.92,0.35,-2.94,0.28
-0.09,0.4,0.92,0.35,-2.8,0.35
-0.09,0.4,0.92,0.35,-2.66,0.49
-0.1,0.4,0.92,0.42,-2.94,0.21
-0.1,0.4,0.91,0.56,-3.01,0.42
-0.1,0.4,0.92,0.56,-2.73,0.42
-0.09,0.4,0.92,0.56,-2.8,0.35
-0.1,0.41,0.92,0.49,-2.66,0.28
-0.1,0.41,0.92,0.28,-2.87,0.49
-0.1,0.4,0.92,0.14,-2.66,0.28
-0.1,0.4,0.92,0.07,-2.8,0.28
-0.1,0.4,0.92,-0.07,-2.8,0.35
-0.1,0.4,0.92,0,-3.15,0.49
-0.1,0.4,0.92,-0.07,-3.08,0.49
-0.1,0.4,0.92,-0.21,-3.22,0.42
-0.1,0.4,0.92,-0.28,-3.43,0.21
-0.1,0.4,0.92,-0.35,-3.08,0.42
-0.09,0.4,0.92,-0.21,-3.15,0.42
-0.1,0.4,0.92,-0.07,-3.22,0.28
-0.1,0.4,0.92,0,-3.15,0.28
-0.1,0.4,0.92,0.14,-2.87,0.28
-0.1,0.4,0.92,0.14,-2.8,0.21
-0.1,0.4,0.92,0.28,-2.8,0.28
-0.1,0.4,0.92,0.42,-2.66,0.28
-0.1,0.4,0.92,0.49,-2.52,0.35
-0.1,0.4,0.92,0.63,-2.66,0.49
-0.1,0.4,0.92,0.63,-2.59,0.56
-0.1,0.4,0.92,0.56,-2.52,0.56
-0.1,0.4,0.92,0.49,-3.08,0.77
-0.1,0.4,0.92,0.14,-3.08,0.7
-0.1,0.4,0.92,0,-3.01,0.56
-0.09,0.4,0.92,-0.07,-3.15,0.7
-0.09,0.4,0.92,-0.07,-3.08,0.56
-0.09,0.4,0.92,0.07,-3.01,0.35
-0.09,0.4,0.92,0.35,-2.94,0.49
-0.09,0.4,0.92,0.42,-2.66,0.42
-0.09,0.4,0.92,0.42,-2.59,0.28
-0.1,0.4,0.92,0.7,-2.8,0.28
-0.1,0.41,0.92,0.56,-2.66,0.21
-0.1,0.41,0.92,0.49,-2.8,-0.07
-0.1,0.41,0.92,0.28,-2.8,-0.07
-0.1,0.41,0.92,0,-2.66,0.14
-0.1,0.41,0.92,-0.07,-2.8,0.14
-0.11,0.41,0.92,-0.35,-3.08,0.21
-0.11,0.41,0.92,-0.56,-3.08,0.21
-0.1,0.41,0.92,-0.56,-3.15,0.42
-0.1,0.41,0.92,-0.7,-3.36,0.56
-0.1,0.4,0.92,-0.91,-3.43,0.63
-0.1,0.4,0.92,-1.05,-3.5,0.77
-0.1,0.4,0.92,-1.05,-3.36,0.7
-0.09,0.4,0.92,-1.05,-3.08,0.77
-0.09,0.4,0.92,-0.56,-3.36,0.77
-0.09,0.4,0.91,-0.14,-3.08,0.77
-0.09,0.4,0.92,0.07,-2.8,0.84
-0.09,0.4,0.92,0.35,-2.66,0.98
-0.1,0.4,0.92,0.42,-2.52,1.05
-0.09,0.4,0.92,0.35,-2.59,0.84
-0.09,0.4,0.92,-0.28,-2.8,0.91
-0.09,0.4,0.92,-0.7,-3.01,0.84
-0.09,0.4,0.92,-0.77,-2.94,0.91
-0.1,0.39,0.92,-0.7,-2.94,0.77
-0.1,0.39,0.92,-0.14,-2.87,0.77
-0.1,0.39,0.92,0.07,-2.94,0.42
-0.1,0.39,0.92,0,-2.94,0.28
-0.1,0.4,0.92,0.07,-3.5,0.14
-0.1,0.4,0.92,-0.14,-3.43,0.07
-0.1,0.4,0.92,-0.21,-3.5,0
-0.09,0.4,0.92,0,-3.36,0.07
-0.09,0.4,0.92,0.21,-3.22,0.07
-0.09,0.4,0.92,0.42,-3.29,0.07
-0.09,0.4,0.92,0.7,-2.94,0.07
-0.09,0.4,0.92,0.84,-3.01,0.14
-0.09,0.4,0.92,0.98,-2.87,0.21
-0.1,0.4,0.92,0.91,-2.8,0.42
-0.1,0.4,0.92,0.91,-2.8,0.63
-0.1,0.4,0.92,0.91,-2.94,0.84
-0.1,0.4,0.92,0.77,-2.87,0.91
-0.1,0.4,0.92,0.63,-2.87,0.91
-0.1,0.41,0.92,0.49,-2.87,0.84
-0.1,0.41,0.92,0,-2.73,0.7
-0.09,0.41,0.92,-0.14,-2.73,0.56
-0.09,0.41,0.92,-0.28,-2.73,0.49
-0.09,0.41,0.91,-0.14,-2.8,0.49
-0.09,0.4,0.92,0.07,-2.94,0.35
-0.09,0.4,0.92,0.14,-2.73,0.14
-0.09,0.4,0.92,0.07,-2.73,0.28
-0.09,0.4,0.92,0.07,-2.8,0.14
-0.09,0.4,0.92,0,-2.73,0.14
-0.09,0.4,0.91,0.14,-2.87,0.07
-0.09,0.4,0.92,0.28,-2.8,0.21
-0.1,0.4,0.92,0.42,-2.38,0.07
-0.1,0.4,0.92,0.56,-2.45,0.14
-0.1,0.4,0.92,0.63,-2.45,0.21
-0.1,0.4,0.92,0.49,-2.31,0.49
-0.1,0.4,0.92,0.28,-2.59,0.63
-0.1,0.4,0.92,0.28,-2.94,0.98
-0.1,0.4,0.92,0.14,-2.87,0.98
-0.1,0.39,0.92,0.21,-2.66,1.05
-0.1,0.4,0.92,0.28,-3.01,1.26
-0.1,0.4,0.92,0.35,-2.87,1.12
-0.1,0.4,0.92,0.35,-2.87,1.05
-0.1,0.4,0.92,0.35,-3.01,0.98
-0.1,0.4,0.92,0.63,-3.01,0.49
-0.1,0.4,0.92,0.84,-3.15,0.28
-0.1,0.4,0.92,0.98,-3.15,0.07
-0.1,0.4,0.92,0.77,-3.22,0
-0.1,0.4,0.92,0.42,-3.43,-0.14
-0.1,0.41,0.92,0.14,-3.64,-0.28
-0.1,0.41,0.92,0.21,-3.71,-0.14
-0.09,0.41,0.92,0.07,-3.5,-0.14
-0.09,0.41,0.91,0,-3.29,-0.21
-0.1,0.41,0.91,0.21,-3.43,-0.21
-0.1,0.41,0.91,-0.14,-3.36,-0.21
-0.1,0.42,0.92,-0.35,-3.29,-0.07
-0.1,0.41,0.92,-0.77,-3.43,0.14
-0.1,0.41,0.92,-1.12,-3.29,0.21
-0.1,0.41,0.92,-1.33,-3.64,0.21
-0.1,0.41,0.92,-1.47,-3.57,0.35
-0.1,0.41,0.92,-1.54,-3.5,0.42
-0.1,0.4,0.92,-1.54,-3.64,0.42
-0.1,0.4,0.92,-1.4,-3.43,0.42
-0.1,0.4,0.92,-1.12,-3.15,0.35
-0.1,0.4,0.92,-0.7,-3.15,0.28
-0.1,0.39,0.92,-0.21,-3.15,0.35
-0.1,0.39,0.92,0.07,-2.87,0.35
-0.09,0.39,0.92,0.21,-2.73,0.35
-0.09,0.39,0.92,0.49,-2.87,0.07
-0.09,0.39,0.92,0.56,-3.01,0.07
-0.09,0.39,0.92,0.63,-2.73,0.07
-0.09,0.4,0.92,0.7,-3.01,0.07
-0.09,0.4,0.92,0.56,-2.94,0
-0.09,0.4,0.92,0.42,-2.94,0
-0.09,0.4,0.92,0.42,-2.94,0.21
-0.09,0.4,0.92,0.42,-3.08,0.21
-0.09,0.4,0.92,0.63,-3.29,0.28
-0.09,0.4,0.92,0.7,-3.01,0.28
-0.09,0.4,0.92,0.84,-2.73,0.42
-0.09,0.4,0.92,1.12,-2.73,0.7
-0.09,0.4,0.92,1.19,-2.24,0.7
-0.09,0.4,0.92,1.33,-2.03,0.84
-0.1,0.4,0.92,1.4,-1.96,0.84
-0.1,0.4,0.91,1.26,-2.17,0.7
-0.11,0.41,0.91,0.84,-2.73,0.56
-0.1,0.4,0.92,1.12,-2.38,0.7
-0.1,0.41,0.92,0.98,-2.59,0.49
-0.1,0.41,0.92,0.63,-3.15,0.28
-0.1,0.41,0.92,0.21,-3.08,0.28
-0.1,0.41,0.92,-0.21,-3.01,0
-0.1,0.41,0.92,-0.14,-3.15,0
-0.1,0.41,0.92,-0.14,-3.01,-0.07
-0.1,0.4,0.92,0.07,-2.94,-0.21
-0.1,0.4,0.92,0.21,-3.01,0
-0.1,0.4,0.91,0.28,-3.22,0
-0.1,0.4,0.92,0.49,-3.29,0.07
-0.1,0.41,0.92,0.49,-3.22,0.14
-0.1,0.41,0.92,0.35,-2.94,0.14
-0.1,0.41,0.92,0.42,-2.94,0.42
-0.1,0.41,0.92,0.28,-2.73,0.49
-0.1,0.41,0.92,0.21,-2.73,0.42
-0.1,0.4,0.92,0.28,-2.45,0.56
-0.1,0.4,0.92,0.21,-2.45,0.63
-0.1,0.4,0.92,0.21,-2.52,0.63
-0.1,0.4,0.92,0.07,-2.73,0.77
-0.1,0.4,0.92,-0.21,-3.01,0.7
-0.1,0.4,0.92,-0.42,-3.22,0.7
-0.1,0.4,0.92,-0.49,-3.29,0.63
-0.09,0.4,0.92,-0.42,-3.15,0.56
-0.1,0.4,0.92,-0.21,-3.01,0.28
-0.1,0.4,0.92,0.14,-3.08,0.21
-0.1,0.4,0.92,0.49,-3.08,0.07
-0.1,0.4,0.92,0.28,-3.08,-0.07
-0.09,0.39,0.92,0.63,-3.08,-0.14
-0.09,0.4,0.92,0.84,-3.01,-0.07
-0.09,0.4,0.91,0.84,-2.73,0.14
-0.08,0.41,0.91,1.05,-2.94,0.14
-0.09,0.41,0.91,1.05,-2.8,0.21
-0.09,0.41,0.91,0.98,-2.73,0.14
-0.09,0.41,0.91,0.77,-2.45,0.07
-0.09,0.41,0.91,0.63,-2.38,0
-0.09,0.41,0.91,0.21,-2.59,0.21
-0.09,0.41,0.91,0.42,-2.31,0.28
-0.1,0.41,0.91,0.14,-2.45,0.42
-0.1,0.41,0.92,0.42,-2.38,0.77
-0.1,0.41,0.92,0.49,-2.31,0.84
-0.1,0.41,0.92,0.56,-2.38,0.7
-0.11,0.41,0.92,0.35,-2.38,0.84
-0.11,0.41,0.92,0.28,-2.59,0.7
-0.11,0.41,0.92,0.07,-2.31,0.56
-0.11,0.41,0.92,-0.07,-2.73,0.42
-0.11,0.41,0.92,-0.42,-2.8,0.49
-0.11,0.41,0.92,-0.56,-3.08,0.42
-0.1,0.4,0.92,-0.77,-3.01,0.49
-0.1,0.4,0.92,-0.84,-3.08,0.49
-0.1,0.4,0.92,-0.84,-3.15,0.35
-0.09,0.4,0.92,-0.77,-3.08,0.49
-0.09,0.39,0.92,-0.63,-3.01,0.35
-0.09,0.4,0.92,-0.42,-3.01,0.35
-0.09,0.39,0.92,-0.14,-3.08,0.28
-0.09,0.39,0.92,0.07,-2.94,0.56
-0.09,0.4,0.92,0.28,-2.94,0.56
-0.09,0.4,0.92,0.49,-2.8,0.49
-0.09,0.4,0.92,0.63,-2.59,0.42
-0.1,0.4,0.92,0.77,-2.59,0.63
-0.1,0.4,0.92,0.84,-2.52,0.49
-0.1,0.4,0.92,0.91,-2.73,0.7
-0.1,0.4,0.92,0.77,-2.66,0.84
-0.1,0.4,0.92,0.7,-2.94,0.84
-0.1,0.4,0.92,1.12,-2.94,0.77
-0.1,0.4,0.92,0.98,-2.73,0.7
-0.1,0.41,0.92,1.26,-2.8,0.49
-0.1,0.41,0.92,1.12,-2.8,0.42
-0.11,0.41,0.92,0.84,-2.94,0.42
-0.11,0.42,0.91,-17.5,-3.5,0
-0.1,0.39,0.92,0.14,-3.36,0.35
-0.11,0.42,0.92,-0.91,-3.92,-0.21
-0.1,0.4,0.92,-0.07,-3.5,-0.14
-0.1,0.41,0.92,-0.07,-3.78,-0.35
-0.1,0.4,0.91,-0.42,-3.99,-0.63
-0.1,0.4,0.92,-0.35,-3.78,-0.35
-0.09,0.41,0.92,-0.63,-3.92,-0.63
-0.1,0.39,0.92,-0.14,-3.92,-0.49
-0.09,0.4,0.92,0.14,-3.22,-0.63
-0.09,0.41,0.91,0.21,-3.29,-0.56
-0.09,0.4,0.91,0.84,-3.01,-0.21
-0.09,0.4,0.91,1.12,-2.87,-0.14
-0.09,0.41,0.91,1.26,-3.08,-0.07
-0.09,0.41,0.91,0.98,-3.08,0.07
-0.09,0.41,0.91,0.63,-3.08,0.21
-0.09,0.41,0.91,0.42,-2.87,0.49
-0.09,0.41,0.91,0.21,-2.66,0.56
-0.09,0.41,0.91,0.28,-2.52,0.63
-0.09,0.41,0.91,0.49,-2.45,0.63
-0.1,0.41,0.91,0.7,-2.59,0.77
-0.1,0.41,0.92,0.77,-2.52,0.84
-0.1,0.41,0.92,0.84,-2.59,0.7
-0.1,0.41,0.92,0.84,-2.8,0.42
-0.1,0.41,0.92,0.63,-2.73,0.28
-0.1,0.41,0.92,0.7,-2.94,0.35
-0.1,0.41,0.92,0.84,-3.08,0.14
-0.11,0.41,0.92,0.7,-3.29,0.07
-0.1,0.4,0.92,0.56,-3.43,0
-0.1,0.4,0.92,0.63,-3.5,-0.07
-0.1,0.39,0.92,0.91,-3.57,0
-0.11,0.39,0.92,0.91,-3.01,0
-0.11,0.39,0.92,1.12,-2.94,-0.21
-0.11,0.39,0.93,1.05,-2.87,-0.35
-0.12,0.39,0.93,1.05,-3.43,-0.63
-0.12,0.4,0.93,1.05,-3.71,-0.98
-0.12,0.4,0.93,0.91,-3.57,-0.98
-0.12,0.4,0.93,0.7,-3.99,-0.98
-0.12,0.4,0.92,0.14,-4.62,-1.26
-0.12,0.41,0.92,-0.63,-5.32,-1.75
-0.11,0.39,0.92,-0.42,-5.39,-2.1
-0.09,0.39,0.91,0.07,-4.83,-2.52
-0.08,0.39,0.91,0.28,-5.04,-2.87
-0.08,0.39,0.91,0.77,-5.11,-3.29
-0.09,0.4,0.92,0.84,-5.04,-3.71
-0.08,0.4,0.92,1.54,-5.11,-4.27
-0.09,0.4,0.92,1.75,-5.39,-4.34
-0.09,0.4,0.91,1.12,-5.39,-4.62
-0.09,0.4,0.9,1.12,-5.46,-4.83
-0.09,0.4,0.9,1.26,-5.18,-4.83
-0.08,0.41,0.9,1.26,-5.18,-4.83
-0.09,0.42,0.91,1.12,-5.32,-4.69
-0.09,0.42,0.91,1.19,-5.25,-5.25
-0.1,0.42,0.91,0.91,-5.04,-5.53
-0.09,0.41,0.91,0.42,-4.62,-6.02
-0.09,0.41,0.92,0,-4.83,-6.09
-0.1,0.4,0.92,-0.07,-5.18,-6.3
-0.11,0.4,0.92,0.21,-5.04,-6.16
-0.11,0.39,0.92,0.28,-5.46,-6.02
-0.11,0.39,0.92,0.56,-5.74,-6.02
-0.11,0.39,0.93,0.63,-5.81,-6.09
-0.11,0.39,0.93,0.84,-5.81,-6.09
-0.11,0.39,0.93,0.91,-5.74,-6.3
-0.11,0.39,0.93,1.05,-5.74,-6.51
-0.11,0.39,0.93,1.19,-5.95,-6.79
-0.11,0.39,0.93,1.12,-6.09,-7.14
-0.11,0.39,0.92,1.19,-6.09,-7.49
-0.11,0.39,0.92,1.19,-6.44,-7.91
-0.11,0.39,0.92,1.4,-6.79,-8.05
-0.1,0.39,0.92,1.61,-7.21,-8.4
-0.1,0.39,0.92,1.54,-7.49,-8.54
-0.09,0.39,0.92,1.54,-7.84,-9.03
-0.09,0.4,0.92,1.4,-7.7,-9.45
-0.09,0.4,0.92,1.47,-7.56,-9.8
-0.09,0.4,0.92,1.54,-7.49,-10.22
-0.09,0.4,0.91,1.68,-7.63,-10.29
-0.1,0.4,0.91,2.1,-7.42,-10.43
-0.1,0.41,0.92,2.66,-7.63,-10.36
-0.1,0.41,0.92,2.94,-8.19,-10.01
-0.1,0.41,0.92,2.73,-7.56,-9.94
-0.1,0.42,0.92,2.45,-7.42,-9.87
-0.1,0.43,0.92,2.17,-7.28,-9.87
-0.1,0.43,0.91,1.61,-7.21,-9.8
-0.09,0.42,0.91,1.68,-6.93,-10.01
-0.09,0.43,0.89,0.56,-8.4,-10.22
-0.1,0.42,0.91,0.98,-6.65,-9.87
-0.09,0.43,0.9,0.42,-7.49,-10.29
-0.09,0.41,0.92,1.19,-6.65,-9.94
-0.09,0.41,0.9,0.21,-7.56,-9.94
-0.1,0.42,0.91,0,-7.63,-10.08
-0.09,0.4,0.92,0.49,-7.56,-10.08
-0.09,0.41,0.92,0.21,-7.91,-10.29
-0.09,0.41,0.92,0.14,-7.49,-10.36
-0.09,0.4,0.92,0.77,-7.63,-10.43
-0.09,0.41,0.91,0.77,-7.35,-10.36
-0.09,0.41,0.92,1.12,-7.56,-10.36
-0.09,0.41,0.91,1.05,-7.42,-10.43
-0.09,0.41,0.91,0.91,-7.77,-10.22
-0.09,0.41,0.91,0.7,-7.84,-9.94
-0.1,0.42,0.91,0.35,-7.7,-9.73
-0.1,0.42,0.91,0.42,-7.56,-9.59
-0.1,0.42,0.91,0.35,-7.7,-9.31
-0.1,0.42,0.91,0.49,-7.35,-8.82
-0.1,0.42,0.92,0.84,-7.28,-8.61
-0.1,0.42,0.92,1.12,-7,-8.4
-0.11,0.42,0.92,1.19,-6.58,-8.47
-0.11,0.42,0.92,1.12,-6.37,-8.61
-0.11,0.42,0.92,1.54,-6.23,-8.4
-0.11,0.42,0.92,1.26,-6.23,-8.26
-0.09,0.41,0.92,1.89,-6.16,-7.98
-0.09,0.41,0.91,2.17,-6.51,-7.77
-0.08,0.42,0.9,0.7,-7.63,-7.91
-0.09,0.42,0.91,0.84,-6.58,-7.42
-0.08,0.41,0.91,1.75,-6.44,-7.14
-0.08,0.41,0.91,1.89,-5.74,-7.21
-0.08,0.41,0.91,2.52,-5.95,-7
-0.09,0.41,0.91,2.59,-5.74,-6.86
-0.09,0.42,0.91,2.59,-6.16,-6.86
-0.09,0.43,0.91,2.17,-6.02,-6.93
-0.09,0.43,0.91,2.03,-6.02,-7.07
-0.1,0.44,0.91,1.82,-6.23,-7.07
-0.1,0.45,0.91,1.33,-5.88,-7.07
-0.1,0.45,0.91,0.98,-6.02,-7
-0.1,0.44,0.91,0.84,-5.95,-6.72
-0.1,0.44,0.91,0.63,-5.95,-6.3
-0.1,0.43,0.91,0.63,-5.6,-5.53
-0.1,0.43,0.91,0.42,-5.32,-5.39
-0.1,0.43,0.91,0.35,-5.25,-4.9
-0.1,0.42,0.91,0.21,-4.97,-4.62
-0.1,0.42,0.91,0.21,-4.76,-4.34
-0.1,0.42,0.91,0,-4.76,-4.13
-0.09,0.43,0.9,-0.21,-4.83,-4.2
-0.09,0.43,0.9,-0.63,-5.25,-4.06
-0.08,0.43,0.9,-0.98,-5.81,-3.71
-0.08,0.42,0.9,-1.33,-5.6,-3.43
