Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.71,-0.72,-0.04,0.35,-2.38,0.7
-0.71,-0.72,-0.04,0.42,-2.45,0.63
-0.72,-0.72,-0.04,0.35,-2.24,0.7
-0.72,-0.72,-0.04,0.35,-2.52,0.49
-0.71,-0.72,-0.04,0.49,-2.52,0.42
-0.71,-0.72,-0.04,0.42,-2.66,0.21
-0.71,-0.72,-0.04,0.7,-2.73,0.21
-0.72,-0.71,-0.04,0.63,-2.59,0.21
-0.72,-0.71,-0.04,0.7,-2.45,0
-0.74,-0.71,-0.05,-0.84,-3.99,0.21
-0.72,-0.71,-0.03,-0.7,-4.34,0.28
-0.72,-0.71,-0.04,-0.49,-3.85,0.28
-0.72,-0.72,-0.04,-0.14,-3.99,0.21
-0.72,-0.72,-0.04,-0.21,-3.71,0.21
-0.71,-0.72,-0.04,-0.56,-3.85,0.21
-0.71,-0.72,-0.04,-0.98,-3.99,0.35
-0.71,-0.72,-0.04,-1.19,-4.48,0.28
-0.71,-0.72,-0.04,-0.84,-4.13,0.35
-0.71,-0.72,-0.04,-0.35,-3.64,0.28
-0.71,-0.72,-0.03,-0.14,-3.22,0.49
-0.7,-0.73,-0.04,-0.35,-3.43,0.7
-0.7,-0.73,-0.03,-0.84,-3.5,0.98
-0.7,-0.73,-0.03,-1.12,-3.85,1.05
-0.69,-0.73,-0.03,-1.47,-3.99,1.26
-0.69,-0.74,-0.03,-1.26,-3.99,1.68
-0.68,-0.75,-0.03,-1.05,-3.64,1.82
-0.68,-0.76,-0.03,-0.56,-3.29,2.1
-0.68,-0.76,-0.03,0.21,-2.73,2.1
-0.68,-0.75,-0.03,1.19,-1.96,1.96
-0.69,-0.74,-0.03,2.66,-0.21,1.89
-0.7,-0.73,-0.03,4.97,1.82,1.54
-0.73,-0.71,-0.04,6.02,2.73,1.4
-0.75,-0.7,-0.05,5.81,2.52,1.4
-0.76,-0.69,-0.05,4.9,1.61,1.12
-0.75,-0.67,-0.02,6.58,5.95,-0.42
-0.79,-0.72,-0.1,3.29,-3.29,1.54
-0.77,-0.68,-0.06,0.98,-3.57,0.49
-0.77,-0.65,-0.06,-0.63,-4.62,-0.42
-0.75,-0.67,-0.05,-0.84,-4.69,-0.07
-0.75,-0.69,-0.05,-1.26,-4.62,-0.35
-0.74,-0.7,-0.05,-1.96,-4.48,-0.28
-0.74,-0.7,-0.05,-2.59,-4.69,-0.28
-0.74,-0.7,-0.05,-3.22,-4.83,-0.35
-0.73,-0.7,-0.05,-3.64,-5.25,-0.42
-0.73,-0.7,-0.06,-4.48,-6.3,-0.56
-0.72,-0.71,-0.05,-5.18,-7.42,-0.56
-0.71,-0.73,-0.04,-5.39,-7.7,-0.28
-0.7,-0.74,-0.03,-4.97,-7.28,-0.28
-0.69,-0.75,-0.03,-3.99,-6.58,0
-0.68,-0.75,-0.03,-2.94,-5.88,0.35
-0.68,-0.75,-0.04,-1.89,-4.97,0.21
-0.68,-0.75,-0.04,-1.19,-3.99,0.14
-0.69,-0.74,-0.03,-0.42,-3.43,0.07
-0.71,-0.73,-0.04,-0.07,-3.36,0
-0.71,-0.73,-0.03,-0.21,-3.57,0.21
-0.72,-0.72,-0.03,-0.42,-3.71,0.35
-0.71,-0.73,-0.03,-0.56,-3.78,0.49
-0.7,-0.74,-0.04,-0.49,-4.13,0.77
-0.69,-0.75,-0.04,-0.14,-3.57,0.91
-0.68,-0.75,-0.04,0.49,-3.22,1.05
-0.68,-0.75,-0.04,1.33,-2.8,1.26
-0.69,-0.74,-0.04,2.31,-1.96,0.91
-0.69,-0.73,-0.03,4.2,0.77,0.91
-0.71,-0.72,-0.04,5.53,1.89,0.98
-0.72,-0.71,-0.04,6.16,2.66,1.12
-0.73,-0.7,-0.04,5.95,2.45,1.61
-0.73,-0.7,-0.05,5.39,1.89,1.96
-0.73,-0.7,-0.05,4.62,1.47,1.96
-0.74,-0.7,-0.05,4.06,0.7,1.96
-0.74,-0.7,-0.05,3.85,0.56,1.61
-0.74,-0.69,-0.05,3.43,0.42,1.12
-0.75,-0.68,-0.05,2.87,-0.28,0.56
-0.76,-0.68,-0.05,1.89,-1.4,0
-0.76,-0.68,-0.05,1.05,-2.87,-0.21
-0.76,-0.68,-0.04,0.77,-3.29,-0.35
-0.75,-0.69,-0.05,0.35,-3.57,-0.7
-0.75,-0.69,-0.04,-0.14,-4.13,-0.98
-0.75,-0.69,-0.05,-1.05,-4.76,-1.05
-0.74,-0.69,-0.05,-2.1,-5.95,-1.12
-0.75,-0.69,-0.06,-3.5,-7.21,-1.12
-0.74,-0.69,-0.05,-4.34,-8.47,-0.98
-0.74,-0.7,-0.05,-5.25,-9.38,-1.26
-0.73,-0.71,-0.05,-5.74,-9.87,-1.19
-0.72,-0.72,-0.04,-6.02,-9.87,-1.33
-0.71,-0.72,-0.04,-6.16,-10.5,-1.33
-0.71,-0.74,-0.03,-5.67,-10.22,-1.05
-0.7,-0.74,-0.05,-5.32,-9.31,-1.33
-0.7,-0.74,-0.04,-4.83,-9.87,-1.47
-0.69,-0.74,-0.04,-3.92,-8.4,-1.61
-0.7,-0.74,-0.04,-3.36,-8.47,-1.54
-0.69,-0.74,-0.04,-2.73,-7.84,-1.47
-0.69,-0.73,-0.03,-2.38,-6.79,-1.54
-0.7,-0.73,-0.04,-1.89,-6.79,-1.4
-0.69,-0.73,-0.04,-1.61,-6.23,-1.33
-0.7,-0.73,-0.03,-1.75,-5.6,-1.26
-0.7,-0.73,-0.03,-1.26,-5.25,-1.12
-0.71,-0.73,-0.03,-0.77,-4.97,-1.05
-0.71,-0.73,-0.03,-0.35,-4.55,-0.84
-0.72,-0.73,-0.03,0.07,-4.48,-0.56
-0.72,-0.73,-0.03,0.14,-4.2,-0.28
-0.72,-0.72,-0.03,0.14,-3.85,0.07
-0.72,-0.72,-0.03,0.07,-3.92,0.35
-0.71,-0.72,-0.03,0,-3.71,0.63
-0.71,-0.73,-0.03,0.28,-3.15,0.35
-0.71,-0.72,-0.03,0.21,-2.87,0.14
-0.71,-0.73,-0.03,0.49,-2.45,0.14
-0.71,-0.73,-0.02,0.77,-2.31,0.14
-0.71,-0.73,-0.03,1.19,-1.96,-0.07
-0.71,-0.73,-0.03,1.54,-1.82,0
-0.71,-0.73,-0.03,1.68,-1.82,-0.28
-0.71,-0.72,-0.03,1.75,-1.75,-0.35
-0.72,-0.72,-0.03,1.82,-2.1,-0.63
-0.72,-0.72,-0.03,2.03,-1.89,-0.91
-0.73,-0.72,-0.03,1.82,-2.03,-1.12
-0.73,-0.71,-0.04,0.91,-2.66,-1.19
-0.72,-0.71,-0.04,0.28,-3.78,-0.98
-0.72,-0.71,-0.03,-0.21,-4.13,-0.91
-0.72,-0.71,-0.04,-0.35,-4.27,-1.05
-0.72,-0.71,-0.04,-0.35,-4.69,-1.05
-0.71,-0.71,-0.04,-0.49,-4.83,-1.26
-0.71,-0.72,-0.03,-0.84,-5.11,-1.33
-0.71,-0.73,-0.04,-1.05,-5.6,-1.33
-0.7,-0.73,-0.03,-0.63,-4.9,-1.61
-0.71,-0.74,-0.04,0.28,-4.27,-1.12
-0.7,-0.74,-0.04,1.12,-3.36,-0.91
-0.7,-0.73,-0.04,2.1,-2.87,-0.7
-0.69,-0.73,-0.04,2.31,-2.24,-0.63
-0.7,-0.73,-0.04,2.17,-1.75,-0.14
-0.7,-0.72,-0.04,1.75,-1.68,0
-0.71,-0.72,-0.04,1.47,-1.89,0.07
-0.71,-0.72,-0.04,1.19,-1.89,0.35
-0.71,-0.73,-0.03,1.26,-2.1,0.35
-0.7,-0.74,-0.03,1.26,-1.75,0.28
-0.69,-0.75,-0.03,1.96,-1.26,0.28
-0.69,-0.74,-0.04,2.52,-0.98,-0.07
-0.7,-0.74,-0.04,3.29,-0.77,-0.49
-0.71,-0.74,-0.04,4.13,-0.49,-0.98
-0.71,-0.72,-0.04,4.9,-0.07,-1.12
-0.72,-0.72,-0.04,4.76,-0.07,-0.84
-0.73,-0.7,-0.03,4.69,-0.14,-0.7
-0.74,-0.7,-0.03,3.57,-0.7,-0.28
-0.75,-0.72,-0.02,3.5,-1.33,0.84
-0.75,-0.69,-0.04,0.07,-3.43,0.07
-0.74,-0.7,-0.03,-1.47,-4.97,0.21
-0.72,-0.71,-0.03,-2.66,-5.95,0.14
-0.72,-0.71,-0.02,-3.15,-6.23,-17.92
-0.71,-0.73,-0.03,-3.01,-5.95,-0.35
-0.71,-0.74,-0.03,-2.24,-5.53,-0.42
-0.7,-0.74,-0.03,-1.26,-4.69,-0.63
-0.7,-0.74,-0.03,-0.14,-4.06,-0.42
-0.7,-0.74,-0.04,0.63,-3.36,-0.42
-0.71,-0.73,-0.04,1.19,-2.94,-0.21
-0.71,-0.73,-0.04,1.47,-2.73,-0.07
-0.72,-0.72,-0.04,1.19,-2.73,0
-0.71,-0.71,-0.03,0.84,-3.5,0.21
-0.71,-0.72,-0.03,0.21,-3.57,0.35
-0.7,-0.73,-0.02,0.07,-3.78,0.56
-0.7,-0.73,-0.02,-0.07,-3.01,0
-0.69,-0.75,-0.03,0.7,-2.52,0.28
-0.69,-0.75,-0.03,1.54,-1.61,0.35
-0.69,-0.74,-0.03,2.38,-0.28,0.35
-0.69,-0.74,-0.03,3.43,0.21,0.28
-0.69,-0.74,-0.03,4.48,0.77,0.42
-0.7,-0.74,-0.03,6.02,1.47,0.84
-0.71,-0.72,-0.03,5.46,1.4,0.56
-0.72,-0.72,-0.03,5.81,1.54,0.77
-0.72,-0.71,-0.03,5.46,1.4,0.91
-0.72,-0.71,-0.03,4.9,0.91,0.98
-0.72,-0.71,-0.03,4.2,-0.07,1.19
-0.72,-0.71,-0.04,3.36,-0.42,1.19
-0.72,-0.72,-0.03,3.08,-0.63,1.19
-0.71,-0.72,-0.04,2.87,-1.05,1.05
-0.71,-0.72,-0.02,3.08,-0.98,1.12
-0.71,-0.73,-0.02,3.43,-0.63,1.19
-0.71,-0.74,-0.02,3.85,-0.21,1.12
-0.7,-0.74,-0.01,4.9,0.07,1.89
-0.71,-0.73,-0.03,4.9,0.49,0.98
-0.71,-0.74,-0.02,5.39,0.63,1.12
-0.71,-0.74,-0.02,5.25,1.12,0.91
-0.71,-0.73,-0.03,4.97,1.26,0.77
-0.71,-0.72,-0.03,4.69,1.26,0.77
-0.71,-0.72,-0.03,4.62,1.47,0.56
-0.71,-0.72,-0.04,4.48,1.61,0.56
-0.72,-0.72,-0.04,4.55,1.19,0.28
-0.72,-0.72,-0.03,4.41,0.63,0.28
-0.72,-0.72,-0.03,4.34,0.21,0.49
-0.72,-0.72,-0.02,4.27,0,0.28
-0.73,-0.72,-0.02,4.13,-0.35,0.35
-0.73,-0.72,-0.03,4.13,-1.05,0.21
-0.73,-0.71,-0.03,3.71,-1.75,0.28
-0.73,-0.71,-0.02,3.5,-2.38,0.21
-0.73,-0.71,-0.03,3.15,-2.94,0.21
-0.72,-0.71,-0.03,2.73,-3.15,0.07
-0.71,-0.72,-0.02,2.45,-3.22,0.14
-0.71,-0.72,-0.02,2.03,-3.01,0.14
-0.7,-0.72,-0.02,1.68,-2.94,0.28
-0.7,-0.73,-0.02,1.54,-2.94,0.28
-0.7,-0.73,-0.02,1.47,-2.8,0.49
-0.69,-0.74,-0.02,1.47,-2.73,0.42
-0.7,-0.74,-0.02,1.75,-2.38,0.42
-0.69,-0.74,-0.02,2.31,-2.17,0.84
-0.69,-0.74,-0.01,3.01,-1.75,0.77
-0.69,-0.75,-0.01,3.36,-1.33,0.91
-0.69,-0.74,-0.01,3.64,-0.98,0.98
-0.7,-0.74,-0.01,3.71,-0.7,0.91
-0.71,-0.71,-0.02,4.2,0.21,1.19
-0.7,-0.73,-0.02,3.92,-0.49,0.98
-0.7,-0.73,-0.02,3.92,-0.56,0.56
-0.7,-0.73,-0.02,4.13,-0.63,0.56
-0.7,-0.73,-0.02,4.34,-0.7,0.35
-0.7,-0.73,-0.02,4.48,-0.7,0.21
-0.7,-0.73,-0.01,4.76,-0.49,0.07
-0.71,-0.73,-0.02,5.25,-0.35,0.07
-0.71,-0.74,-0.02,5.74,-0.14,0.21
-0.72,-0.74,-0.02,5.95,0.28,0.42
-0.72,-0.72,-0.02,6.09,0.63,0.56
-0.72,-0.71,-0.02,5.39,0.84,0.77
-0.73,-0.7,-0.02,4.62,0.56,1.05
-0.73,-0.69,-0.03,3.15,0.42,1.19
-0.72,-0.7,-0.03,2.17,0.14,1.47
-0.73,-0.7,-0.02,1.4,0.07,1.26
-0.73,-0.73,-0.01,2.17,0.56,2.03
-0.73,-0.71,-0.03,0.56,-0.63,0.91
-0.73,-0.71,-0.02,-0.07,-1.82,0.56
-0.73,-0.71,-0.02,-0.35,-2.59,0.35
-0.73,-0.71,-0.01,0.14,-3.22,0.21
-0.72,-0.72,-0.01,0.42,-3.43,0
-0.72,-0.72,-0.01,0.49,-3.78,0
-0.72,-0.72,-0.01,0.35,-4.2,0
-0.72,-0.72,-0.01,0,-4.48,-0.07
-0.72,-0.72,-0.01,-0.49,-4.97,0.07
-0.71,-0.72,-0.01,-1.05,-5.39,0.07
-0.71,-0.72,-0.01,-1.54,-5.6,0.21
-0.71,-0.72,-0.01,-1.82,-5.81,0.28
-0.71,-0.73,-0.01,-1.89,-5.88,0.42
-0.71,-0.73,-0.01,-1.89,-5.67,0.42
-0.7,-0.73,-0.01,-1.61,-5.46,0.35
-0.71,-0.73,-0.01,-1.05,-5.39,0.35
-0.7,-0.73,-0.01,-0.7,-5.04,0.14
-0.71,-0.73,-0.02,-0.63,-4.69,0.28
-0.71,-0.73,-0.02,-0.42,-4.27,0.35
-0.71,-0.72,-0.03,-0.56,-3.92,0.49
-0.72,-0.72,-0.03,-1.12,-4.13,0.63
-0.72,-0.71,-0.03,-1.89,-4.41,0.91
-0.72,-0.72,-0.03,-2.52,-5.04,0.98
-0.72,-0.72,-0.03,-2.94,-5.53,0.91
-0.71,-0.72,-0.02,-3.15,-6.02,0.84
-0.71,-0.72,-0.02,-3.36,-6.58,0.77
-0.71,-0.73,-0.02,-3.08,-6.65,0.56
-0.71,-0.74,-0.02,-2.8,-6.86,0.28
-0.7,-0.74,-0.02,-2.45,-6.93,0.28
-0.7,-0.73,-0.03,-2.1,-6.79,0.49
-0.7,-0.73,-0.02,-2.38,-6.44,0.28
-0.71,-0.72,-0.02,-2.45,-6.23,0.56
-0.71,-0.72,-0.02,-3.08,-6.16,0.7
-0.71,-0.72,-0.02,-3.64,-5.81,0.77
-0.71,-0.73,-0.02,-3.78,-5.81,0.7
-0.71,-0.73,-0.01,-3.5,-5.53,0.77
-0.71,-0.74,-0.01,-3.01,-5.11,0.77
-0.71,-0.74,0,-2.38,-4.9,0.42
-0.71,-0.74,0,-1.75,-5.11,0.35
-0.71,-0.73,0,-1.54,-5.53,0.28
-0.71,-0.73,0,-1.54,-5.81,0.21
-0.72,-0.72,0,-1.61,-6.09,0.42
-0.72,-0.72,-0.01,-1.68,-6.02,0.56
-0.72,-0.72,-0.01,-1.75,-5.95,0.77
-0.71,-0.72,-0.02,-1.75,-5.81,0.77
-0.71,-0.72,-0.02,-1.96,-5.6,0.56
-0.7,-0.72,-0.02,-1.75,-5.46,0.56
-0.71,-0.72,-0.01,-1.61,-5.04,0.35
-0.71,-0.72,-0.01,-1.4,-4.97,0.42
-0.71,-0.73,-0.01,-1.4,-4.83,0.28
-0.72,-0.73,-0.02,-1.33,-5.04,0.42
-0.72,-0.72,-0.02,-1.33,-4.9,0.35
-0.72,-0.72,-0.02,-1.54,-5.32,0.28
-0.72,-0.71,-0.02,-1.68,-5.39,-0.07
-0.73,-0.71,-0.02,-1.82,-5.74,-0.07
-0.73,-0.7,-0.01,-1.96,-6.16,-0.14
-0.73,-0.7,-0.01,-2.73,-6.65,0.07
-0.71,-0.74,0.04,0.91,-4.76,1.33
-0.74,-0.71,-0.02,-3.99,-7.14,0.28
-0.72,-0.71,-0.01,-4.69,-8.05,0.49
-0.72,-0.72,0,-4.97,-7.91,0.7
-0.72,-0.73,-0.01,-4.97,-8.47,0.98
-0.71,-0.73,-0.01,-5.11,-8.26,0.42
-0.71,-0.73,0,-4.83,-8.26,0.42
-0.71,-0.74,0,-4.34,-8.05,0.21
-0.71,-0.74,-0.01,-4.27,-7.98,0.07
-0.71,-0.73,-0.01,-4.13,-7.98,0.21
-0.71,-0.72,-0.01,-3.85,-7.91,0.42
-0.7,-0.72,-0.01,-3.71,-7.7,0.63
-0.7,-0.73,-0.02,-3.71,-7.21,0.91
-0.69,-0.74,-0.02,-3.08,-6.79,1.33
-0.69,-0.74,-0.02,-2.52,-6.23,1.12
-0.69,-0.74,-0.01,-2.24,-5.74,0.98
-0.7,-0.73,-0.01,-2.17,-5.39,0.77
-0.7,-0.73,-0.01,-1.96,-5.25,0.35
-0.71,-0.73,-0.01,-1.75,-5.04,0.14
-0.71,-0.72,-0.01,-1.96,-4.76,0.28
-0.71,-0.72,-0.01,-1.96,-4.97,0.42
-0.71,-0.72,-0.02,-1.75,-5.32,0.7
-0.72,-0.72,-0.02,-1.96,-5.32,0.63
-0.72,-0.72,-0.02,-2.03,-5.25,0.84
-0.71,-0.72,-0.02,-1.75,-5.39,0.98
-0.72,-0.71,-0.02,-2.24,-5.25,0.98
-0.72,-0.71,-0.02,-2.66,-5.25,1.19
-0.72,-0.71,-0.02,-3.22,-5.32,1.4
-0.73,-0.71,-0.02,-3.71,-5.95,1.47
-0.73,-0.71,-0.02,-4.48,-6.09,1.68
-0.73,-0.71,-0.02,-5.04,-6.23,1.61
-0.72,-0.72,-0.02,-5.32,-6.37,1.61
-0.72,-0.71,-0.02,-5.25,-6.09,1.54
-0.72,-0.72,-0.02,-5.04,-5.67,1.4
-0.72,-0.72,-0.02,-4.83,-6.02,1.33
-0.72,-0.71,-0.02,-5.04,-6.58,1.33
-0.72,-0.71,-0.02,-4.9,-7.14,1.05
-0.72,-0.72,-0.01,-4.83,-7.56,0.84
-0.73,-0.72,-0.02,-4.55,-8.05,0.77
-0.73,-0.71,-0.02,-4.55,-8.4,0.91
-0.73,-0.72,-0.02,-4.83,-8.54,1.12
-0.72,-0.72,-0.03,-5.04,-8.54,1.12
-0.72,-0.72,-0.03,-5.18,-8.75,1.19
-0.72,-0.7,-0.05,-4.69,-6.93,1.12
-0.72,-0.72,-0.03,-5.67,-8.47,1.54
-0.71,-0.71,-0.02,-6.3,-8.33,1.19
-0.71,-0.71,-0.02,-6.79,-8.12,0.91
-0.7,-0.72,-0.02,-6.79,-7.7,0.77
-0.7,-0.72,-0.01,-6.37,-7.28,0.63
-0.7,-0.71,-0.02,-5.18,-5.32,0.77
-0.71,-0.74,-0.02,-5.18,-6.86,0.84
-0.72,-0.74,-0.01,-4.76,-6.79,0.77
-0.72,-0.73,-0.01,-4.48,-7.14,0.7
-0.72,-0.73,-0.01,-4.06,-7.35,0.77
-0.71,-0.72,-0.01,-3.92,-7.35,0.84
-0.71,-0.72,-0.01,-3.85,-7.21,0.77
-0.71,-0.72,-0.02,-3.92,-7.42,0.77
-0.7,-0.71,-0.01,-3.15,-5.67,1.19
-0.7,-0.73,-0.01,-3.78,-6.51,1.26
-0.71,-0.72,-0.02,-4.69,-7.21,0.84
-0.71,-0.73,-0.01,-4.55,-7.14,0.91
-0.71,-0.73,-0.02,-4.13,-7.14,0.84
-0.71,-0.73,-0.02,-3.99,-6.86,0.56
-0.71,-0.73,-0.02,-3.71,-7.07,0.35
-0.71,-0.73,-0.01,-3.57,-6.51,-0.21
-0.71,-0.73,-0.02,-2.87,-6.65,0
-0.71,-0.73,-0.01,-2.31,-6.86,0.21
-0.71,-0.72,-0.01,-2.24,-6.79,0.28
-0.71,-0.72,-0.02,-2.24,-6.65,0.28
-0.71,-0.72,-0.02,-2.45,-6.37,0.28
-0.71,-0.73,-0.01,-2.59,-6.23,0.49
-0.73,-0.7,-0.03,-2.38,-6.09,-0.07
-0.72,-0.72,-0.01,-2.73,-6.37,0.35
-0.72,-0.72,0,-2.8,-6.16,0.56
-0.73,-0.73,-0.02,-2.24,-6.02,0.49
-0.72,-0.73,-0.01,-1.96,-6.65,0.63
-0.71,-0.72,-0.01,-1.96,-6.09,0.35
-0.72,-0.72,0,-1.89,-5.74,0.35
-0.72,-0.72,0,-2.38,-5.04,0.77
-0.72,-0.72,0,-1.89,-5.53,0.84
-0.72,-0.71,-0.01,-1.82,-5.46,1.4
-0.72,-0.71,-0.01,-1.82,-5.11,1.33
-0.72,-0.71,-0.01,-1.82,-5.04,1.4
-0.72,-0.72,-0.01,-1.96,-4.69,1.54
-0.72,-0.72,-0.01,-1.75,-4.55,1.68
-0.72,-0.72,0,-1.54,-4.69,1.82
-0.72,-0.72,0,-1.26,-4.34,1.54
-0.72,-0.73,-0.01,-1.12,-4.62,1.75
-0.72,-0.72,-0.01,-1.26,-4.48,1.68
-0.71,-0.71,-0.01,-1.33,-4.2,1.26
-0.71,-0.71,-0.01,-1.19,-4.34,1.19
-0.71,-0.71,-0.01,-0.98,-4.34,1.33
-0.72,-0.71,-0.01,-0.84,-4.06,0.98
-0.73,-0.71,-0.01,-0.63,-3.99,1.05
-0.73,-0.71,-0.02,-0.7,-4.06,1.05
-0.73,-0.71,-0.02,-0.98,-4.13,1.12
-0.73,-0.71,-0.02,-1.26,-4.41,1.12
-0.73,-0.71,-0.02,-1.54,-4.55,1.19
-0.72,-0.71,-0.02,-1.96,-4.69,1.33
-0.73,-0.71,-0.02,-2.17,-4.69,1.33
-0.72,-0.71,-0.02,-2.45,-4.48,1.4
-0.72,-0.71,-0.02,-2.45,-4.13,1.61
-0.71,-0.72,-0.01,-2.31,-4.13,1.75
-0.72,-0.72,-0.01,-2.03,-3.99,1.61
-0.71,-0.72,-0.01,-1.82,-3.85,1.89
-0.72,-0.72,-0.01,-1.61,-3.78,1.68
-0.71,-0.72,-0.01,-1.33,-3.64,1.75
-0.71,-0.73,0,-1.05,-3.57,1.68
-0.72,-0.73,-0.01,-0.84,-3.43,1.82
-0.72,-0.72,-0.01,-0.42,-3.36,1.82
-0.72,-0.72,-0.01,-0.56,-3.08,1.82
-0.72,-0.71,-0.02,-0.7,-3.08,1.61
-0.72,-0.7,-0.01,-0.98,-3.15,1.54
-0.72,-0.71,-0.01,-1.05,-3.43,1.26
-0.73,-0.7,-0.01,-1.12,-3.5,1.19
-0.74,-0.71,-0.01,-1.26,-3.78,1.26
-0.74,-0.7,-0.01,-1.54,-3.78,1.05
-0.74,-0.71,-0.01,-1.61,-4.41,1.26
-0.74,-0.7,-0.01,-1.75,-4.27,1.26
-0.73,-0.7,-0.02,-1.68,-4.48,1.33
-0.73,-0.7,-0.02,-2.1,-4.55,1.33
-0.73,-0.7,-0.02,-2.59,-4.83,1.4
-0.73,-0.7,-0.01,-2.94,-4.9,1.47
-0.73,-0.7,-0.02,-3.43,-4.83,1.19
-0.73,-0.7,-0.02,-3.36,-4.83,1.05
-0.73,-0.71,-0.01,-3.5,-4.97,1.05
-0.73,-0.71,-0.01,-3.29,-4.97,1.26
-0.73,-0.72,-0.01,-3.15,-4.62,1.26
-0.73,-0.72,-0.02,-3.15,-4.83,1.4
-0.73,-0.71,-0.02,-3.08,-4.83,1.4
-0.73,-0.71,-0.02,-3.29,-4.97,1.4
-0.73,-0.7,-0.03,-3.29,-4.9,1.19
-0.72,-0.7,-0.03,-3.15,-4.62,1.05
