Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.98,0.28,0.08,-1.89,-4.48,2.1
-0.98,0.28,0.07,-1.82,-4.69,2.24
-0.98,0.27,0.08,-1.4,-4.76,2.24
-0.98,0.27,0.08,-0.63,-5.04,2.31
-0.97,0.26,0.08,0.28,-4.9,2.1
-0.97,0.26,0.08,1.12,-4.83,1.89
-0.98,0.26,0.08,1.89,-4.69,1.82
-0.99,0.27,0.09,2.38,-4.62,1.75
-1,0.27,0.1,2.66,-4.55,1.96
-1,0.26,0.1,2.94,-5.04,2.38
-1,0.26,0.1,3.22,-5.25,2.52
-1.01,0.26,0.1,3.5,-5.32,2.38
-1,0.26,0.11,4.2,-5.46,2.17
-1.01,0.26,0.12,4.76,-5.67,1.82
-1.02,0.27,0.12,4.97,-5.95,1.54
-1.02,0.28,0.13,4.9,-6.16,1.19
-1.03,0.28,0.14,4.76,-6.02,0.77
-1.03,0.28,0.15,4.55,-6.44,0.49
-1.03,0.28,0.15,4.76,-6.72,0.21
-1.03,0.28,0.15,5.04,-6.79,0.28
-1.03,0.27,0.14,6.37,-7.42,0.35
-1.01,0.28,0.13,7.14,-7.77,0.28
-0.99,0.27,0.11,8.05,-8.54,0.35
-0.98,0.26,0.09,9.73,-9.24,0.28
-0.97,0.26,0.09,12.25,-9.1,0.28
-0.97,0.26,0.1,14.49,-9.24,0.7
-0.97,0.26,0.1,16.17,-9.52,0.7
-0.97,0.25,0.11,17.36,-9.87,0.63
-0.96,0.25,0.12,17.85,-10.43,0.84
-0.95,0.26,0.11,18.9,-10.36,1.89
-0.94,0.27,0.11,19.88,-10.22,2.38
-0.95,0.27,0.1,20.51,-10.22,2.8
-0.94,0.28,0.1,20.72,-10.08,3.08
-0.96,0.29,0.1,20.72,-10.22,3.08
-0.96,0.29,0.1,20.79,-9.24,1.75
-0.96,0.28,0.11,20.79,-8.47,1.19
-0.97,0.28,0.1,22.12,-8.75,0.7
-0.98,0.27,0.1,24.5,-9.31,0.35
-0.97,0.26,0.1,26.81,-10.57,0.21
-0.96,0.26,0.12,28.42,-11.83,-0.35
-0.96,0.25,0.14,29.12,-13.23,-0.7
-0.97,0.25,0.16,28.98,-14.91,-1.33
-0.98,0.26,0.16,29.33,-16.8,-1.75
-0.97,0.26,0.14,31.57,-19.46,-1.82
-0.96,0.28,0.13,34.16,-20.86,-1.68
-0.95,0.32,0.14,34.86,-21.28,-1.68
-0.95,0.35,0.13,32.48,-21.77,-2.03
-0.95,0.36,0.13,28.14,-23.31,-1.82
-0.94,0.36,0.11,23.73,-23.1,-1.47
-0.92,0.34,0.1,18.97,-22.54,-0.14
-0.93,0.33,0.11,17.08,-20.09,-0.7
-0.93,0.31,0.13,15.47,-18.55,-0.7
-0.94,0.29,0.16,15.89,-17.15,-1.4
-0.95,0.29,0.18,16.94,-18.27,-1.89
-0.96,0.3,0.2,16.31,-20.02,-2.45
-0.97,0.3,0.21,17.01,-21.49,-3.08
-0.97,0.29,0.19,15.54,-23.66,-3.08
-0.96,0.27,0.17,14.63,-25.83,-3.22
-0.95,0.29,0.17,15.19,-27.58,-3.85
-0.94,0.27,0.17,15.19,-29.19,-3.5
-0.94,0.29,0.17,17.01,-29.54,-5.11
-0.93,0.27,0.15,19.88,-31.08,-5.88
-0.92,0.22,0.1,23.31,-34.86,-5.32
-0.91,0.23,0.11,26.32,-37.45,-5.81
-0.91,0.3,0.16,29.68,-31.71,-7.35
-0.9,0.34,0.21,31.15,-24.78,-8.82
-0.9,0.35,0.22,28.84,-19.39,-9.94
-0.89,0.36,0.21,23.52,-14.7,-10.57
-0.89,0.36,0.21,14.42,-9.45,-10.08
-0.89,0.33,0.18,8.19,-5.04,-9.73
-0.88,0.3,0.15,5.74,-1.68,-9.24
-0.88,0.28,0.13,2.17,1.89,-9.1
-0.88,0.26,0.12,1.96,4.62,-8.96
-0.89,0.25,0.12,1.33,6.72,-9.24
-0.89,0.24,0.11,2.94,7,-10.22
-0.89,0.25,0.1,4.41,6.51,-10.78
-0.9,0.27,0.1,9.24,7.56,-11.69
-0.93,0.28,0.11,20.23,11.27,-11.34
-0.97,0.35,0.12,26.53,15.96,-10.29
-1.07,0.45,0.12,30.03,21.63,-7.77
-1.14,0.49,0.13,28.35,22.19,-5.74
-1.13,0.5,0.2,22.68,18.9,-0.42
-1.02,0.5,0.25,13.86,14.07,2.31
-0.91,0.48,0.27,4.55,12.74,6.16
-0.87,0.46,0.26,-0.49,10.71,8.54
-0.87,0.42,0.21,-1.05,7.84,9.17
-0.9,0.38,0.17,3.43,6.93,8.26
-0.93,0.32,0.13,9.03,8.26,6.3
-0.97,0.3,0.09,11.55,10.15,4.34
-0.96,0.27,0.08,9.8,12.39,3.22
-0.96,0.27,0.09,1.47,15.19,2.52
-0.97,0.24,0.06,-4.76,17.85,2.1
-0.96,0.19,0.01,-6.02,19.46,2.1
-0.97,0.18,-0.02,-3.43,17.71,4.62
-1.04,0.23,-0.02,-2.1,16.52,1.82
-1.04,0.22,-0.01,2.03,15.12,1.4
-1.05,0.22,0.01,5.11,12.11,0.77
-1.04,0.24,0.01,7.49,9.94,0.77
-1,0.26,0.02,8.61,9.66,1.33
-0.98,0.27,0,10.15,10.43,1.05
-0.94,0.29,0.02,9.45,12.46,1.82
-0.92,0.26,0,11.62,14.49,4.62
-0.98,0.29,0.01,11.48,11.62,2.24
-0.96,0.27,0.01,13.93,10.64,3.08
-0.97,0.28,0.02,15.54,9.24,4.83
-1,0.3,0.02,15.4,9.17,3.71
-0.99,0.26,0.02,14.42,10.22,3.08
-1,0.26,0,12.46,9.52,3.5
-1,0.26,-0.02,11.62,10.64,2.87
-0.99,0.25,-0.03,10.78,13.09,2.38
-0.98,0.26,-0.05,11.13,13.37,2.45
-0.98,0.28,-0.06,12.67,12.95,2.31
-0.97,0.3,-0.06,13.93,11.2,1.96
-0.97,0.31,-0.04,15.68,10.29,3.22
-0.95,0.31,-0.03,14.7,9.17,4.69
-0.96,0.32,-0.02,16.66,10.92,4.76
-0.98,0.32,-0.02,15.47,9.94,3.99
-0.95,0.3,-0.01,15.61,10.43,4.83
-0.96,0.31,-0.02,14.98,10.57,4.34
-0.98,0.34,-0.03,15.12,11.69,2.8
-0.97,0.33,-0.02,13.79,12.04,1.96
-0.96,0.33,-0.02,14.21,14,1.82
-0.96,0.32,-0.02,10.78,12.81,3.71
-0.97,0.33,-0.02,9.03,11.76,3.01
-0.97,0.33,-0.04,6.23,9.1,2.66
-0.95,0.31,-0.05,4.76,7.7,2.73
-0.95,0.3,-0.06,5.25,6.23,3.43
-0.93,0.3,-0.05,8.75,5.53,6.02
-0.99,0.35,-0.04,7.56,3.57,4.55
-0.96,0.32,-0.01,6.86,3.57,4.62
-0.96,0.32,0,7.14,2.87,5.25
-0.96,0.31,0.01,7.77,1.96,6.09
-0.96,0.3,0.02,7.63,1.89,6.23
-0.96,0.3,0.01,7.56,0,7.35
-0.99,0.31,0.03,7.91,0.49,6.02
-0.99,0.31,0.02,6.86,2.03,4.9
-0.97,0.31,0.01,6.16,0.91,4.55
-0.96,0.3,0,5.95,0.42,4.41
-0.94,0.29,-0.02,6.09,-1.05,6.02
-0.96,0.32,0,7.42,0.28,5.53
-0.95,0.31,-0.01,7.84,3.15,4.9
-0.95,0.31,0,8.05,3.29,4.9
-0.97,0.31,0,8.05,4.27,4.48
-0.98,0.31,0.01,6.23,4.76,3.5
-0.98,0.31,0.01,4.06,4.62,2.45
-0.99,0.31,0.01,2.8,6.02,0.98
-0.98,0.31,-0.01,2.38,5.88,0.35
-0.97,0.31,-0.01,2.73,5.81,0.07
-0.97,0.31,-0.03,2.73,4.97,0.77
-0.98,0.32,-0.02,3.29,5.67,0.35
-0.97,0.32,-0.03,3.01,7.21,-0.49
-0.97,0.31,-0.04,2.66,8.47,-1.19
-0.96,0.31,-0.05,2.45,9.38,-2.03
-0.95,0.31,-0.06,2.1,9.1,-1.89
-0.95,0.31,-0.07,1.47,8.54,-1.4
-0.96,0.32,-0.08,1.75,7.56,-0.56
-0.96,0.32,-0.08,2.45,6.44,0.42
-0.96,0.33,-0.08,4.83,4.76,1.12
-0.98,0.33,-0.07,7.84,3.78,1.05
-0.99,0.32,-0.06,11.27,4.06,0.14
-1,0.31,-0.05,12.25,4.48,-1.26
-1,0.28,-0.04,12.81,4.2,-2.31
-1,0.27,-0.04,12.81,3.43,-3.71
-0.99,0.27,-0.05,13.65,2.94,-4.97
-0.99,0.29,-0.07,15.82,2.17,-5.81
-0.99,0.31,-0.08,17.01,0.63,-6.16
-0.97,0.32,-0.09,18.48,0.84,-6.09
-0.95,0.35,-0.08,17.92,0.14,-5.6
-0.93,0.34,-0.09,17.85,0.7,-4.13
-0.92,0.34,-0.1,19.39,-0.07,-2.94
-0.92,0.32,-0.11,22.19,-1.19,-2.03
-0.92,0.31,-0.12,26.18,-1.33,-1.96
-0.92,0.31,-0.11,28.77,-1.26,-1.82
-0.95,0.32,-0.08,29.33,-0.63,-2.03
-0.96,0.33,-0.06,27.72,-0.35,-2.38
-0.98,0.34,-0.06,26.11,-1.26,-2.66
-0.98,0.33,-0.06,24.92,-2.59,-3.01
-0.98,0.33,-0.06,24.29,-2.8,-3.5
-0.98,0.32,-0.07,24.5,-2.38,-4.76
-0.98,0.31,-0.08,23.66,-1.54,-5.88
-0.98,0.29,-0.1,22.19,-0.56,-8.05
-0.98,0.28,-0.1,20.79,0.77,-9.66
-0.98,0.28,-0.12,20.37,2.03,-11.2
-0.98,0.29,-0.12,21.28,2.94,-12.32
-0.96,0.3,-0.12,22.68,2.8,-12.11
-0.95,0.32,-0.11,25.34,1.68,-10.99
-0.93,0.33,-0.1,27.86,0.28,-9.38
-0.93,0.32,-0.09,28.49,-0.49,-8.54
-0.92,0.32,-0.09,28.84,-0.21,-8.26
-0.92,0.31,-0.09,28.7,0.14,-8.61
-0.93,0.31,-0.1,29.4,0.21,-9.24
-0.94,0.3,-0.08,28.28,0.56,-9.94
-0.95,0.31,-0.07,27.51,0.49,-10.71
-0.96,0.32,-0.06,26.32,-0.28,-11.13
-0.96,0.32,-0.06,26.39,-0.63,-11.55
-0.96,0.32,-0.06,26.53,-1.82,-11.34
-0.96,0.34,-0.07,26.25,-3.36,-10.71
-0.93,0.36,-0.08,24.57,-3.36,-10.08
-0.92,0.37,-0.09,22.4,-3.43,-8.89
-0.91,0.39,-0.1,19.95,-2.73,-7.42
-0.91,0.39,-0.1,16.94,-2.59,-5.46
-0.92,0.39,-0.09,14.42,-1.75,-3.43
-0.93,0.39,-0.07,13.16,-0.91,-2.45
-0.94,0.39,-0.04,12.95,-0.98,-1.47
-0.96,0.37,-0.03,11.34,-2.66,-0.63
-0.97,0.34,-0.02,9.24,-4.9,0.14
-1.01,0.31,-0.03,6.23,-8.4,0.42
-1.04,0.29,-0.04,1.4,-11.27,-0.91
-1.04,0.3,-0.05,-2.03,-9.87,-3.78
-1.05,0.31,-0.11,0.56,-8.68,-7.91
-1.03,0.3,-0.16,4.06,-5.6,-12.11
-0.98,0.33,-0.14,5.74,-2.8,-15.61
-0.94,0.4,-0.11,0.56,-3.64,-15.61
-0.91,0.47,-0.07,-7.91,-6.23,-14.35
-0.9,0.48,-0.05,-18.34,-8.4,-12.88
-0.93,0.46,-0.05,-25.62,-11.34,-11.83
-0.97,0.41,-0.1,-31.22,-12.6,-12.95
-0.98,0.37,-0.17,-30.1,-11.55,-14.35
-0.99,0.35,-0.2,-29.33,-8.68,-15.54
-0.98,0.31,-0.21,-29.19,-4.41,-17.08
-0.96,0.28,-0.2,-29.47,0.28,-18.34
-0.92,0.24,-0.18,-31.57,4.83,-19.88
-0.9,0.23,-0.14,-35.91,7.21,-21.35
-0.92,0.22,-0.11,-37.8,7.28,-21.98
-0.95,0.21,-0.08,-41.02,5.39,-22.19
-0.98,0.22,-0.08,-43.05,1.82,-21.21
-0.99,0.24,-0.08,-43.47,-1.33,-19.74
-1,0.25,-0.11,-45.43,-2.59,-17.29
-1.1,0.27,-0.16,-44.45,-2.45,-14
-1.23,0.31,-0.16,-41.3,1.68,-12.04
-1.23,0.35,-0.09,-37.66,5.88,-9.31
-1.19,0.38,0.08,-37.38,3.36,-4.13
-1.1,0.25,0.19,-45.92,-3.22,6.09
-1.05,0.34,0.15,-53.2,-12.95,11.83
-1.03,0.33,0.06,-49.91,-27.72,17.43
-1.02,0.28,0.03,-42.42,-38.64,21.98
-1.03,0.27,0.03,-34.72,-47.6,23.38
-0.99,0.35,0.04,-36.96,-52.5,24.29
-1,0.36,-0.04,-38.36,-57.26,22.12
-0.99,0.35,-0.09,-38.36,-60.55,21.56
-0.98,0.32,-0.11,-41.23,-59.43,19.46
-0.93,0.34,-0.1,-48.3,-54.04,18.76
-0.94,0.35,-0.09,-60.76,-47.25,16.73
-0.92,0.3,-0.13,-63.84,-44.66,15.89
-0.93,0.29,-0.16,-64.26,-43.75,15.82
-0.98,0.28,-0.11,-67.2,-39.2,16.8
-1.08,0.32,-0.08,-74.62,-33.53,16.94
-1.16,0.32,-0.08,-81.9,-25.2,17.15
-1.09,0.28,-0.09,-86.66,-21.63,16.94
-1.02,0.24,-0.11,-83.65,-20.65,17.85
-0.94,0.2,-0.13,-72.87,-21.28,21.77
-0.92,0.23,-0.12,-61.18,-19.67,26.39
-0.93,0.26,-0.08,-53.13,-16.38,29.19
-0.94,0.25,-0.04,-48.51,-13.3,31.99
-0.93,0.28,0.01,-46.76,-10.01,36.68
-0.99,0.28,0.01,-44.52,-9.38,39.27
-1.02,0.25,0.01,-44.1,-8.61,42.63
-1.01,0.28,0.01,-43.26,-6.09,44.03
-1.01,0.26,0.01,-41.72,-5.18,45.43
-1.04,0.24,-0.03,-39.06,-12.74,46.69
-0.99,0.29,0.04,-42.42,-11.69,45.5
-1.02,0.25,0.05,-40.74,-13.72,43.47
-0.99,0.24,0.08,-39.62,-11.48,42.77
-0.98,0.31,0.11,-50.54,-8.54,37.66
-0.98,0.24,0.1,-52.85,-6.86,37.24
-0.95,0.26,0.14,-59.5,-2.38,35.7
-0.95,0.31,0.13,-64.61,1.75,31.99
-0.96,0.22,0.08,-66.22,2.1,30.03
-0.94,0.22,0.05,-62.72,1.47,28.35
-0.93,0.23,0.07,-59.29,4.27,26.95
-0.9,0.24,0.08,-59.5,8.47,23.03
-0.87,0.28,0.1,-60.34,11.55,20.93
-0.84,0.27,0.11,-61.46,13.93,19.18
-0.86,0.32,0.12,-57.26,13.58,13.86
-0.83,0.32,0.15,-58.59,12.88,14.56
-0.86,0.34,0.17,-57.89,10.29,11.06
-0.85,0.33,0.21,-59.08,8.19,10.85
-0.87,0.4,0.23,-62.3,7.63,7.7
-0.85,0.42,0.21,-58.87,8.19,5.04
-0.84,0.41,0.18,-53.41,7.49,4.2
-0.85,0.43,0.18,-50.54,8.05,0.07
-0.84,0.4,0.16,-50.54,8.19,-1.05
-0.86,0.4,0.12,-50.4,6.51,-1.89
-0.84,0.39,0.13,-51.8,6.37,-0.14
-0.86,0.4,0.16,-51.59,9.8,-0.07
-0.85,0.44,0.15,-52.43,13.79,-1.05
-0.85,0.46,0.11,-51.45,14.07,-2.1
-0.83,0.43,0.08,-45.92,13.79,-0.56
-0.79,0.4,0.07,-38.08,14.84,1.89
-0.78,0.4,0.08,-25.2,18.48,3.85
-0.78,0.39,0.09,-15.54,22.96,5.6
-0.8,0.38,0.09,-7.84,24.85,6.79
-0.82,0.36,0.1,-2.87,28,7.49
-0.88,0.35,0.13,0.14,33.6,8.05
-1.06,0.36,0.21,1.54,38.71,6.72
-1.26,0.38,0.26,-4.97,38.78,4.55
-1.41,0.37,0.24,-19.18,32.34,2.45
-1.42,0.31,0.15,-33.95,25.55,0.63
-1.25,0.29,0.16,-39.76,22.26,-1.82
-1.06,0.27,0.24,-36.82,24.15,-2.73
-0.96,0.3,0.18,-31.5,19.81,-5.53
-0.92,0.3,-0.02,-27.02,7.28,-8.26
-0.84,0.39,-0.12,-31.78,-0.07,-16.31
-0.9,0.28,-0.11,-42,-7.42,-20.02
-1,0.18,-0.07,-44.03,-2.03,-16.87
-0.98,0.26,-0.08,-48.02,12.04,-24.78
-0.96,0.2,-0.09,-50.05,25.06,-24.15
-0.96,0.22,-0.12,-49.56,35.98,-26.53
-0.96,0.23,-0.1,-42.63,39.2,-24.22
-0.96,0.27,-0.31,-55.86,23.24,-26.6
-0.91,0.23,-0.26,-47.95,28,-20.37
-0.95,0.23,-0.28,-31.78,32.34,-19.81
-1.01,0.22,-0.19,-18.27,37.52,-18.62
-1.06,0.24,-0.1,-9.31,39.55,-18.06
-1.09,0.25,-0.01,-6.79,35.14,-15.68
-1.08,0.26,0.06,-10.99,28.42,-12.67
-1.04,0.26,0.05,-14.42,22.47,-13.09
-1.03,0.23,0.01,-13.86,16.38,-14
-0.98,0.25,-0.02,-14.14,14.42,-17.08
-0.96,0.27,-0.03,-12.53,13.72,-20.72
-0.94,0.28,-0.05,-12.11,13.58,-22.68
-0.93,0.28,-0.07,-11.06,14.21,-23.87
-0.93,0.3,-0.07,-9.66,13.93,-23.24
-0.94,0.35,-0.06,-11.48,14.84,-20.44
-0.96,0.38,-0.04,-11.97,15.82,-18.34
-0.97,0.38,-0.03,-14,15.96,-17.15
-0.99,0.39,-0.02,-18.06,16.17,-15.82
-0.98,0.4,-0.01,-22.4,16.24,-13.86
-0.97,0.4,0,-25.69,15.68,-11.69
-0.96,0.38,0,-28.98,14.91,-9.94
-0.94,0.35,-0.02,-30.17,13.93,-8.82
-0.95,0.3,-0.02,-28.91,13.09,-8.12
-0.96,0.29,-0.03,-29.4,13.16,-7.98
-0.98,0.27,-0.03,-28.35,13.16,-8.47
-1,0.25,-0.02,-24.43,12.53,-10.15
-1.01,0.24,-0.01,-22.19,11.62,-13.44
-1,0.29,0.02,-21.07,10.78,-15.26
-0.97,0.33,0.03,-23.31,10.5,-16.66
-0.95,0.34,0.02,-22.26,8.12,-16.38
-0.93,0.37,0.01,-19.32,3.92,-13.93
-0.92,0.38,0.02,-16.94,1.12,-9.52
-0.92,0.38,0.03,-17.08,-0.98,-5.6
-0.9,0.38,0.03,-18.2,-2.17,-1.96
-0.88,0.39,0.04,-20.44,-3.29,2.38
-0.85,0.39,0.04,-23.52,-4.27,5.53
-0.84,0.41,0.05,-28.28,-5.18,8.19
-0.85,0.43,0.04,-32.34,-6.65,11.41
-0.88,0.49,0,-36.75,-7.56,15.26
-0.92,0.55,-0.08,-39.55,-8.19,20.44
-0.96,0.61,-0.12,-32.48,-11.9,25.97
-0.99,0.65,-0.13,-26.18,-17.29,33.04
-1,0.64,-0.14,-23.17,-22.26,41.23
-0.97,0.59,-0.12,-21.84,-25.62,51.24
-1,0.53,-0.09,-20.51,-28.84,60.41
-1.12,0.47,-0.06,-22.12,-30.94,69.02
-1.19,0.47,0.04,-14.42,-28.91,76.93
-1.27,0.53,0.16,-5.74,-20.09,82.53
-1.37,0.61,0.27,12.32,-10.36,86.59
-1.36,0.62,0.31,29.26,-10.36,103.18
-1.29,0.79,0.35,21.28,-27.3,115.57
-1.21,0.85,0.22,-5.46,-40.81,130.9
-1.22,0.86,0.07,-44.1,-50.75,137.48
-1.06,0.7,0,-58.94,-52.85,133.84
-0.93,0.33,-0.06,-32.13,-48.93,126.91
-0.84,0.36,-0.01,-7.28,-32.48,116.41
-0.9,0.54,0.1,-7.7,-15.75,112.28
-0.99,0.63,0.09,-23.8,-4.48,106.12
-1.04,0.7,0.04,-45.64,0.84,101.85
-1.13,0.73,0.03,-62.58,-3.01,110.04
-1.18,0.82,0.13,-91.91,-11.2,119.35
-1.15,0.73,0.15,-112.14,-15.4,125.51
-1.14,0.68,0.13,-125.44,-17.71,131.74
-1.07,0.65,0.11,-130.48,-17.85,135.87
-0.97,0.64,0.09,-132.37,-16.03,135.38
-0.91,0.61,0.09,-131.18,-17.71,133.84
-0.83,0.57,0.13,-123.97,-19.67,133.91
-0.79,0.5,0.14,-115.22,-17.92,131.6
-0.78,0.45,0.16,-99.96,-17.43,135.8
-0.83,0.45,0.21,-88.34,-19.88,136.08
-0.84,0.42,0.2,-82.18,-31.08,143.92
-0.87,0.37,0.28,-81.13,-32.83,146.37
-0.85,0.43,0.24,-78.96,-33.32,140.49
-0.83,0.49,0.17,-73.29,-35.14,131.95
-0.73,0.22,0.08,-61.67,-65.17,155.68
-0.63,0.6,0.32,-40.11,-75.67,149.8
-0.62,0.6,0.33,-32.76,-76.79,134.33
-0.62,0.6,0.32,-38.57,-73.57,124.04
-0.48,0.52,0.32,-30.03,-67.48,124.6
-0.56,0.6,0.3,-34.16,-61.11,100.17
-0.46,0.58,0.34,-45.08,-45.85,89.11
-0.46,0.59,0.33,-56.63,-28.91,79.17
-0.41,0.59,0.29,-62.86,-17.01,72.1
-0.39,0.57,0.28,-64.68,-6.16,65.24
-0.35,0.51,0.25,-58.45,0.49,57.75
-0.34,0.5,0.26,-53.69,4.27,50.19
-0.34,0.49,0.3,-51.8,7.56,45.99
-0.31,0.46,0.3,-49.35,9.66,38.15
-0.33,0.47,0.31,-41.16,13.86,33.46
-0.33,0.51,0.32,-37.45,16.66,28
-0.36,0.53,0.35,-33.53,17.92,18.2
-0.33,0.5,0.35,-25.76,21.14,12.95
-0.31,0.52,0.35,-17.85,21.14,3.22
-0.33,0.52,0.37,-8.68,22.89,-1.68
-0.35,0.54,0.37,3.29,21.98,-6.37
-0.37,0.52,0.37,11.97,21.77,-10.08
-0.38,0.55,0.39,16.8,19.74,-12.74
-0.37,0.58,0.4,18.69,18.06,-15.26
-0.37,0.62,0.43,19.6,16.31,-17.5
-0.37,0.66,0.45,21.35,15.89,-20.02
-0.4,0.65,0.5,26.04,16.94,-18.27
-0.43,0.73,0.49,25.48,13.93,-19.25
-0.44,0.76,0.5,25.97,10.99,-19.67
-0.44,0.75,0.5,26.53,9.45,-19.67
-0.43,0.74,0.49,25.41,8.47,-21.14
-0.42,0.7,0.48,24.43,8.05,-24.22
-0.41,0.67,0.46,23.87,7.35,-29.4
-0.4,0.64,0.46,22.89,5.39,-33.53
-0.25,0.62,0.51,20.65,0.91,-36.4
-0.37,0.68,0.55,18.83,-5.04,-36.89
-0.37,0.86,0.59,27.86,-10.22,-36.26
-0.4,1.17,0.54,52.36,-11.06,-34.79
-0.45,1.4,0.39,78.75,-6.86,-33.53
-0.57,1.35,0.27,80.71,-1.26,-24.78
-0.52,1.05,0.37,68.53,1.61,-22.26
-0.72,1.08,0.61,57.96,20.93,-27.02
-0.81,0.99,0.55,38.5,28.14,-35.84
-0.84,0.86,0.49,31.08,27.23,-36.19
-0.78,0.72,0.31,43.75,27.02,-37.52
-0.66,0.67,0.15,59.57,29.26,-44.8
-0.6,0.61,0.17,59.15,30.59,-52.64
-0.66,0.65,0.24,60.69,28.56,-59.57
-0.73,0.73,0.22,73.36,28.7,-64.12
-0.81,0.78,0.31,79.59,29.96,-67.69
-0.88,0.84,0.29,83.58,30.52,-70.49
-0.89,0.87,0.19,80.15,31.64,-71.26
-0.9,0.82,0.2,82.18,35.35,-73.57
-0.92,0.85,0.16,83.72,39.48,-76.79
-0.92,0.84,0.19,80.92,42.21,-79.38
-0.92,0.83,0.17,76.16,42.21,-81.9
-0.91,0.78,0.14,67.55,39.97,-82.25
-0.86,0.72,0.12,58.94,35,-81.2
-0.8,0.68,0.1,53.9,29.12,-81.2
-0.75,0.68,0.08,48.65,27.79,-80.43
-0.74,0.63,0.07,47.11,25.76,-77
-0.74,0.64,0.04,47.67,24.71,-76.37
