Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
-0.06,0.06,1,0.07,-3.08,0.28
-0.06,0.06,1,0,-2.8,0.35
-0.06,0.07,1,-0.07,-2.8,0.42
-0.05,0.07,1.01,0,-2.8,0.28
-0.06,0.06,1,0,-2.94,0.35
-0.06,0.06,1,0.07,-3.08,0.28
-0.06,0.06,1,0.14,-3.01,0.42
-0.05,0.06,1,0.14,-2.94,0.35
-0.06,0.07,1,0.14,-2.94,0.28
-0.05,0.06,1,0,-3.01,0.28
-0.05,0.06,1,0.14,-3.01,0.35
-0.06,0.06,1,0.07,-3.08,0.35
-0.05,0.07,1,0.21,-3.08,0.35
-0.05,0.06,1,0.14,-3.01,0.21
-0.05,0.06,1,0,-2.87,0.28
-0.05,0.07,1,-0.07,-2.8,0.28
-0.06,0.07,1,0.07,-3.36,0.35
-0.06,0.06,1,0.07,-2.87,0.35
-0.05,0.07,1,0.07,-2.87,0.35
-0.06,0.07,1,0.14,-3.15,0.21
-0.06,0.06,1,-0.07,-3.08,0.35
-0.05,0.07,1,0,-2.87,0.28
-0.06,0.06,1,0.07,-3.01,0.35
-0.06,0.06,1,0,-2.73,0.21
-0.05,0.06,1,0.07,-2.8,0.28
-0.05,0.06,1,0.07,-2.87,0.42
-0.06,0.07,1,0.07,-2.94,0.21
-0.06,0.07,1,0.14,-2.94,0.35
-0.06,0.06,1,0,-2.73,0.35
-0.06,0.06,1,0.07,-2.94,0.42
-0.06,0.07,1,0.07,-2.94,0.35
-0.06,0.07,1,0.07,-3.08,0.42
-0.06,0.06,1,0.07,-3.01,0.28
-0.05,0.06,1,0,-2.87,0.28
-0.06,0.07,1,0,-2.94,0.28
-0.06,0.06,1,0,-2.94,0.42
-0.06,0.07,1,0,-2.94,0.28
-0.05,0.07,1,0.07,-3.01,0.42
-0.06,0.07,1,0,-2.94,0.21
-0.05,0.07,1,0.07,-2.87,0.14
-0.05,0.06,1,0.07,-3.01,0.21
-0.06,0.06,1,0.07,-2.8,0.28
-0.06,0.06,1,0.07,-3.01,0.21
-0.06,0.06,1,-0.07,-2.73,0.14
-0.06,0.06,1,0.07,-3.08,0.35
-0.05,0.06,1,0.14,-3.01,0.28
-0.05,0.07,1,0,-2.8,0.42
-0.05,0.07,1,0.07,-2.87,0.28
-0.05,0.07,1,0.14,-2.94,0.28
-0.05,0.06,1,0.14,-3.01,0.28
-0.06,0.07,1,-0.07,-3.01,0.42
-0.06,0.07,1,0.07,-3.01,0.42
-0.05,0.06,1,0.07,-3.08,0.35
-0.06,0.06,1,0.07,-2.73,0.35
-0.06,0.06,1,0.07,-2.87,0.28
-0.06,0.06,1,0,-2.87,0.28
-0.06,0.06,1,0.07,-2.87,0.28
-0.06,0.06,1,0.14,-2.94,0.42
-0.06,0.07,1,-0.07,-2.87,0.28
-0.05,0.06,1,0.14,-2.87,0.21
-0.06,0.06,1,0.07,-3.01,0.35
-0.05,0.06,1,0,-2.8,0.28
-0.06,0.06,1,0.07,-2.87,0.28
-0.05,0.07,1,0.07,-2.8,0.28
-0.06,0.07,1,0,-2.94,0.21
-0.05,0.07,1,0,-2.87,0.35
-0.06,0.06,1,0.07,-3.01,0.28
-0.06,0.07,1,0.14,-2.94,0.35
-0.06,0.06,1,0.14,-3.01,0.28
-0.06,0.07,1,0.07,-2.94,0.28
-0.06,0.06,1,0,-2.94,0.42
-0.06,0.06,1,-0.07,-2.8,0.35
-0.06,0.06,1,0.07,-3.01,0.14
-0.06,0.06,1,0,-2.94,0.28
-0.05,0.06,1,0.07,-2.94,0.28
-0.05,0.07,1,0,-2.87,0.28
-0.06,0.07,1,0,-2.94,0.28
-0.06,0.07,1,0.07,-2.94,0.35
-0.05,0.07,1,0,-2.94,0.35
-0.05,0.06,1,0.07,-2.94,0.42
-0.06,0.07,1,0,-2.94,0.35
-0.06,0.07,1,0.07,-2.87,0.35
-0.05,0.07,1,0,-2.73,0.35
-0.05,0.07,1,0.14,-3.01,0.49
-0.05,0.07,1,0,-2.87,0.35
-0.05,0.06,1,0.07,-3.01,0.21
-0.05,0.06,1,0.07,-2.94,0.42
-0.05,0.06,1,0.07,-3.08,0.35
-0.05,0.06,1,0,-2.8,0.35
-0.06,0.06,1,0.07,-2.94,0.35
-0.06,0.07,1,0.07,-2.94,0.35
-0.05,0.06,1,0,-2.87,0.28
-0.05,0.07,1,0.14,-3.15,0.35
-0.05,0.06,1,0,-2.94,0.35
-0.06,0.07,1,0.07,-2.94,0.28
-0.06,0.07,1,0.07,-2.94,0.42
-0.06,0.06,1,0.14,-2.94,0.42
-0.05,0.06,1,0.07,-2.94,0.28
-0.06,0.07,1,0,-2.87,0.28
-0.06,0.07,1,0.07,-2.8,0.49
-0.06,0.07,1,0.07,-2.87,0.21
-0.05,0.07,1,0.07,-2.94,0.28
-0.05,0.07,1,0.07,-2.87,0.28
-0.06,0.06,1,0.07,-2.87,0.28
-0.06,0.06,1,0.14,-3.01,0.42
-0.05,0.07,1,0.07,-2.94,0.35
-0.06,0.07,1,0,-2.73,0.28
-0.06,0.07,1,0.07,-2.94,0.35
-0.06,0.07,1,0,-2.87,0.35
-0.05,0.06,1,0,-2.8,0.42
-0.06,0.07,1,0.07,-2.94,0.35
-0.06,0.06,1,-0.07,-2.94,0.14
-0.06,0.07,1,0.07,-2.94,0.28
-0.05,0.07,1,0.07,-2.87,0.28
-0.06,0.07,1,0,-2.87,0.21
-0.05,0.07,1,-0.07,-2.8,0.42
-0.06,0.06,1,0.07,-3.01,0.42
-0.06,0.06,1,0.07,-2.87,0.42
-0.06,0.07,1,0,-2.87,0.28
-0.05,0.06,1,0.07,-2.94,0.42
-0.05,0.07,1,0.14,-2.94,0.42
-0.05,0.07,1,0.07,-3.01,0.28
-0.05,0.06,1,0.07,-2.87,0.28
-0.06,0.07,1,0.07,-2.94,0.35
-0.05,0.07,1,0.07,-2.87,0.28
-0.05,0.07,1,0,-2.87,0.35
-0.06,0.06,1,0.07,-2.87,0.28
-0.05,0.06,1,0,-2.87,0.42
-0.06,0.06,1,0.07,-2.94,0.49
-0.05,0.06,1,0.07,-3.01,0.42
-0.06,0.06,1,0.07,-2.73,0.28
-0.05,0.06,1,0,-3.01,0.28
-0.06,0.06,1,0,-3.01,0.42
-0.06,0.06,1,0.07,-2.8,0.35
-0.06,0.07,1,0.14,-3.08,0.28
-0.06,0.06,1,0,-2.94,0.35
-0.06,0.06,1,0.07,-3.01,0.35
-0.06,0.07,1,0.07,-2.8,0.42
-0.06,0.07,1,0,-3.01,0.28
-0.06,0.06,1,0.21,-3.01,0.35
-0.06,0.06,1,0.07,-3.01,0.21
-0.06,0.07,1,0.14,-3.01,0.42
-0.05,0.06,1,0.14,-3.15,0.35
-0.06,0.07,1,0,-2.87,0.42
-0.06,0.07,1,0.14,-3.01,0.21
-0.06,0.07,1,0,-2.87,0.35
-0.06,0.06,1,0.14,-3.01,0.42
-0.06,0.07,1,0,-3.01,0.28
-0.06,0.07,1,0,-2.87,0.21
-0.05,0.06,1,0.14,-2.8,0.35
-0.05,0.06,1,0.07,-2.87,0.42
-0.06,0.07,1,-0.07,-2.87,0.21
-0.06,0.06,1,0.07,-2.94,0.21
-0.05,0.07,1,0.14,-3.15,0.35
-0.05,0.06,1,0,-3.01,0.28
-0.06,0.06,1,0,-2.94,0.28
-0.06,0.07,1.01,0.07,-2.94,0.28
-0.06,0.06,1,0.07,-2.94,0.28
-0.05,0.07,1.01,0,-2.94,0.28
-0.05,0.07,1,0.07,-3.08,0.28
-0.06,0.07,1,0,-2.94,0.28
-0.06,0.07,1,0,-3.01,0.35
-0.05,0.07,1,0,-2.87,0.42
-0.05,0.06,1,-0.07,-2.87,0.42
-0.06,0.06,1,0.07,-3.08,0.35
-0.05,0.06,1,0.07,-3.08,0.14
-0.06,0.06,1,0.14,-2.94,0.35
-0.06,0.06,1,0.14,-2.8,0.28
-0.06,0.07,1,-0.07,-2.73,0.28
-0.06,0.06,1,0.07,-2.73,0.35
-0.06,0.06,1,0.07,-2.94,0.14
-0.06,0.06,1,0,-2.8,0.35
-0.06,0.07,1,0,-2.94,0.21
-0.06,0.07,1,0.07,-2.94,0.28
-0.05,0.07,1,0.07,-2.94,0.28
-0.05,0.07,1,0,-2.59,0.21
-0.05,0.07,1,0,-2.8,0.28
-0.06,0.07,1,0.07,-2.87,0.21
-0.06,0.06,1,-0.07,-3.01,0.28
-0.05,0.07,1,0.07,-2.8,0.28
-0.06,0.06,1,-0.07,-2.73,0.35
-0.05,0.07,1,-0.07,-2.87,0.14
-0.05,0.07,1,0.21,-3.01,0.42
-0.06,0.07,1,0.07,-3.08,0.42
-0.06,0.07,1,0.07,-2.94,0.28
-0.05,0.07,1,0.14,-3.08,0.35
-0.05,0.06,1,0.14,-3.08,0.35
-0.05,0.07,1,0,-2.73,0.28
-0.05,0.06,1,0.07,-3.01,0.28
-0.06,0.07,1,0,-3.01,0.28
-0.06,0.07,1,0.07,-2.87,0.28
-0.06,0.06,1,0,-2.8,0.28
-0.06,0.06,1,0.07,-2.8,0.28
-0.06,0.06,1,0,-2.94,0.35
-0.06,0.06,1,0.07,-2.8,0.14
-0.06,0.07,1,0.07,-2.94,0.42
-0.06,0.06,1,0.14,-3.01,0.28
-0.06,0.07,1,0.07,-3.01,0.42
-0.05,0.07,1,0.07,-2.94,0.49
-0.05,0.07,1,-0.07,-2.87,0.28
-0.06,0.07,1,0.07,-3.01,0.21
-0.06,0.07,1,0.14,-3.08,0.42
-0.05,0.07,1,-0.07,-2.94,0.42
-0.06,0.06,1,0.14,-2.94,0.35
-0.06,0.06,1,0.14,-3.01,0.35
-0.06,0.06,1,0.14,-2.94,0.35
-0.06,0.06,1,0.07,-3.01,0.35
-0.05,0.07,1,0.07,-2.94,0.35
-0.05,0.07,1,0.14,-3.01,0.28
-0.06,0.07,1,0.07,-2.87,0.42
-0.06,0.07,1,0.07,-2.94,0.42
-0.06,0.07,1,0.07,-3.08,0.35
-0.05,0.07,1,0,-2.8,0.14
-0.06,0.06,1,0.14,-2.87,0.21
-0.06,0.06,1,0,-2.94,0.49
-0.05,0.06,1,0.07,-3.01,0.21
-0.05,0.06,1,0,-2.94,0.21
-0.05,0.07,1,0.14,-2.94,0.28
-0.06,0.06,1,0,-2.87,0.28
-0.06,0.06,1,0,-3.08,0.28
-0.06,0.07,1,0.07,-3.01,0.21
-0.06,0.06,1,0,-2.94,0.42
-0.05,0.07,1,0.07,-2.87,0.35
-0.06,0.07,1,0.07,-3.08,0.35
-0.06,0.07,1,0.07,-3.08,0.42
-0.06,0.06,1,-0.07,-2.87,0.42
-0.06,0.07,1,-0.07,-2.94,0.28
-0.05,0.07,1,0.07,-2.87,0.28
-0.06,0.06,1,0.07,-2.94,0.21
-0.05,0.07,1,0.07,-2.94,0.28
-0.06,0.07,1,0.07,-3.15,0.42
-0.05,0.07,1,0.07,-3.08,0.35
-0.05,0.07,1,0.07,-3.08,0.28
-0.05,0.06,1,0.07,-3.01,0.42
-0.05,0.06,1,0.07,-3.08,0.28
-0.06,0.07,1,0.07,-3.15,0.28
-0.05,0.07,1,0.14,-3.01,0.42
-0.05,0.06,1.01,-0.07,-2.94,0.28
-0.06,0.06,1,0.07,-2.87,0.21
-0.05,0.06,1,0.07,-2.8,0.35
-0.05,0.07,1,0.14,-3.01,0.35
-0.06,0.06,1,0.07,-2.87,0.28
-0.05,0.06,1,0,-2.8,0.28
-0.05,0.07,1,0,-2.73,0.28
-0.05,0.07,1,0.07,-3.08,0.35
-0.05,0.07,1,0.07,-2.73,0.35
-0.06,0.06,1,0.07,-3.01,0.35
-0.05,0.06,1,0.07,-2.94,0.35
-0.06,0.07,1,0,-2.8,0.28
-0.05,0.07,1,0.07,-3.01,0.28
-0.06,0.06,1,0.14,-3.15,0.14
-0.05,0.07,1,0,-3.01,0.35
-0.05,0.07,1,0.07,-3.08,0.35
-0.05,0.07,1,0,-2.87,0.42
-0.06,0.06,1,0.07,-3.01,0.28
-0.05,0.07,1,-0.07,-2.66,0.28
-0.06,0.06,1,0,-3.01,0.42
-0.06,0.07,1,0.07,-2.94,0.42
-0.05,0.07,1,0.07,-2.94,0.28
-0.06,0.07,1,-0.07,-2.73,0.21
-0.06,0.06,1,0,-2.94,0.28
-0.06,0.06,1,0.07,-3.01,0.28
-0.06,0.06,1,0.07,-3.15,0.28
-0.06,0.07,1,0.07,-2.8,0.42
-0.06,0.06,1,0.07,-3.01,0.42
-0.05,0.06,1,0,-2.94,0.35
-0.05,0.06,1,0.14,-2.87,0.35
-0.05,0.06,1,0.07,-2.87,0.28
-0.06,0.07,1,0.07,-2.94,0.28
-0.06,0.06,1,0.14,-2.87,0.21
-0.06,0.06,1,0.14,-2.87,0.42
-0.06,0.07,1,0.07,-2.87,0.21
-0.05,0.07,1,0.07,-2.8,0.35
-0.06,0.06,1,0.07,-2.94,0.42
-0.06,0.06,1,0.14,-3.01,0.63
-0.05,0.06,1,0.07,-3.08,0.35
-0.06,0.07,1,0.07,-3.01,0.21
-0.05,0.07,1,0.07,-3.15,0.35
-0.06,0.07,1,0.07,-3.08,0.42
-0.06,0.06,1,-0.07,-3.01,0.28
-0.06,0.07,1,0,-2.87,0.21
-0.06,0.06,1,0.07,-2.66,0.21
-0.05,0.07,1,0.14,-3.01,0.35
-0.06,0.07,1,0.07,-3.08,0.35
-0.05,0.07,1,0,-3.01,0.42
-0.05,0.06,1,0,-2.94,0.28
-0.06,0.07,1,0,-2.87,0.28
-0.05,0.07,1,0.14,-2.94,0.28
-0.05,0.07,1,0,-2.8,0.28
-0.05,0.06,1,0.07,-3.01,0.35
-0.06,0.07,1,0,-2.94,0.35
-0.05,0.07,1,0.07,-3.01,0.28
-0.06,0.07,1,0,-2.8,0.35
-0.05,0.06,1,0,-3.01,0.49
-0.05,0.07,1,0.07,-3.01,0.35
-0.05,0.06,1,0.07,-2.94,0.28
-0.05,0.06,1,0,-2.87,0.28
-0.06,0.07,1,0,-2.94,0.28
-0.06,0.06,1,0.07,-3.01,0.28
-0.05,0.06,1,0,-3.01,0.35
-0.06,0.06,1,0.07,-2.73,0.28
-0.06,0.07,1,0.14,-3.01,0.28
-0.06,0.07,1,0.07,-2.94,0.21
-0.06,0.07,1,0.07,-3.08,0.35
-0.06,0.07,1,0.07,-2.87,0.28
-0.06,0.06,1,-0.07,-2.73,0.42
-0.05,0.07,1,0.07,-3.01,0.35
-0.06,0.06,1,0.07,-3.01,0.28
-0.06,0.07,1,0.07,-2.87,0.21
-0.05,0.06,1,0,-2.87,0.28
-0.05,0.06,1,0.07,-3.08,0.49
-0.05,0.06,1,0.07,-2.94,0.21
-0.06,0.06,1,0,-2.73,0.35
-0.06,0.07,1,0,-2.87,0.28
-0.05,0.06,1,0.14,-3.01,0.42
-0.05,0.07,1,0,-2.94,0.21
-0.05,0.07,1,0.07,-3.01,0.35
-0.05,0.07,1,0.14,-3.01,0.35
-0.06,0.07,1,0.14,-3.08,0.42
-0.05,0.06,1,0.07,-2.87,0.28
-0.06,0.06,1,0.07,-3.08,0.28
-0.06,0.06,1,0.07,-2.94,0.35
-0.06,0.07,1,0.07,-2.87,0.49
-0.05,0.06,1,0.07,-2.94,0.28
-0.06,0.06,1,0,-2.87,0.35
-0.06,0.07,1,0.07,-2.94,0.35
-0.06,0.07,1,0,-2.87,0.21
-0.05,0.06,1,0.14,-3.22,0.35
-0.05,0.07,1,0.07,-3.01,0.14
-0.05,0.06,1,0,-2.73,0.35
-0.06,0.07,1,0.07,-2.94,0.35
-0.06,0.07,1,0.14,-3.08,0.49
-0.06,0.07,1,0.07,-3.08,0.28
-0.06,0.06,1,0,-3.01,0.35
-0.05,0.06,1,0,-3.01,0.35
-0.05,0.06,1,0.07,-2.94,0.35
-0.06,0.06,1,0.07,-3.08,0.35
-0.05,0.06,1,0,-2.94,0.28
-0.06,0.06,1,0.07,-2.94,0.28
-0.05,0.07,1,0.07,-3.08,0.28
-0.06,0.07,1,0.07,-3.01,0.35
-0.06,0.07,1,-17.92,-2.94,0.35
-0.05,0.06,1,-0.07,-2.87,0.35
-0.05,0.06,1,0.14,-2.87,0.42
-0.06,0.07,1,0.07,-3.01,0.42
-0.06,0.07,1,0.14,-3.01,0.35
-0.06,0.06,1,0.07,-3.01,0.28
-0.05,0.06,1,0.07,-2.66,0.28
-0.05,0.06,1,-0.07,-2.94,0.28
-0.06,0.06,1,0.07,-3.08,0.28
-0.05,0.07,1,0.07,-3.01,0.21
-0.05,0.07,1,-0.07,-2.8,0.21
-0.06,0.07,1,-0.07,-2.87,0.42
-0.06,0.07,1,0.07,-2.94,0.35
-0.05,0.06,1,0,-2.87,0.28
-0.06,0.06,1,0,-3.01,0.35
-0.06,0.06,1,-0.07,-2.8,0.35
-0.06,0.06,1,0.07,-3.01,0.28
-0.05,0.06,1,0.07,-2.87,0.28
-0.05,0.07,1,0.07,-2.94,0.35
-0.06,0.06,1,0.14,-3.15,0.49
-0.06,0.07,1,0.07,-2.94,0.28
-0.05,0.07,1,0,-3.08,0.28
-0.05,0.06,1,0,-2.87,0.21
-0.05,0.07,1,0,-2.94,0.28
-0.06,0.07,1,0.07,-2.94,0.49
-0.06,0.07,1,0.07,-3.08,0.21
-0.05,0.06,1,0.07,-2.94,0.28
-0.05,0.07,1,0.07,-3.01,0.35
-0.06,0.06,1,0.14,-3.08,0.35
-0.06,0.07,1,0.07,-3.01,0.28
-0.05,0.06,1,0,-3.01,0.35
-0.05,0.07,1,0.07,-2.94,0.35
-0.06,0.07,1,0.07,-3.01,0.28
-0.06,0.07,1,0,-2.87,0.21
-0.05,0.07,1,0,-2.8,0.28
-0.06,0.06,1,0.07,-3.01,0.28
-0.06,0.07,1,0.07,-3.01,0.49
-0.05,0.07,1,0.07,-2.87,0.28
-0.06,0.07,1,-0.14,-2.87,0.35
-0.06,0.07,1,0.07,-3.01,0.21
-0.05,0.07,1,0.07,-2.87,0.28
-0.06,0.07,1,0.07,-2.94,0.21
-0.06,0.07,1,0.07,-2.94,0.35
-0.05,0.06,1,-0.07,-3.08,0.35
-0.06,0.07,1,0.07,-3.01,0.42
-0.06,0.07,1,0.07,-2.94,0.35
-0.06,0.06,1,0,-2.94,0.35
-0.06,0.07,1,0.07,-2.87,0.49
-0.06,0.07,1,-0.07,-2.94,0.42
-0.05,0.07,1,0.07,-3.01,0.35
-0.06,0.07,1,0.07,-3.08,0.28
-0.05,0.06,1,0,-3.01,0.28
-0.06,0.07,1,0,-2.87,0.35
-0.06,0.06,1,0.07,-3.08,0.56
-0.06,0.06,1,0.07,-2.94,0.35
-0.05,0.07,1,0,-3.01,0.35
-0.06,0.06,1,0.07,-2.94,0.21
-0.06,0.07,1,0.07,-2.87,0.35
-0.06,0.07,1,0,-2.94,0.21
-0.06,0.06,1,0.14,-3.08,0.21
-0.06,0.07,1,0.07,-2.73,0.35
-0.06,0.06,1,0.14,-2.94,0.42
-0.06,0.07,1,0,-2.94,0.35
-0.06,0.07,1,0,-2.73,0.21
-0.06,0.06,1,0.07,-2.87,0.21
-0.05,0.06,1,0,-2.94,0.35
-0.06,0.06,1,0,-2.94,0.35
-0.06,0.07,1,0.14,-2.87,0.35
-0.05,0.06,1,0.07,-3.01,0.42
-0.06,0.06,1,0.07,-2.87,0.35
-0.06,0.06,1,0.07,-2.94,0.28
-0.05,0.07,1,0.07,-2.94,0.28
-0.06,0.07,1,0.14,-3.01,0.42
-0.06,0.07,1,0.14,-3.08,0.42
-0.05,0.07,1,0.07,-3.01,0.49
-0.06,0.06,1,0.07,-3.01,0.42
-0.06,0.07,1,0.07,-3.08,0.42
-0.05,0.07,1,0.07,-3.08,0.35
-0.06,0.07,1,0.14,-2.8,0.28
-0.05,0.07,1,0.14,-2.87,0.21
-0.05,0.06,1,0,-2.94,0.35
-0.05,0.06,1,0,-2.87,0.35
-0.06,0.07,1,0.07,-3.01,0.35
-0.06,0.07,1,0.14,-3.01,0.35
-0.06,0.07,1,0,-2.87,0.28
-0.05,0.07,1,-0.07,-2.94,0.42
-0.06,0.07,1,0,-2.73,0.07
-0.05,0.06,1,0,-3.01,0.42
-0.05,0.07,1,0.07,-2.87,0.28
-0.05,0.07,1,0.14,-3.01,0.14
-0.05,0.07,1,0.07,-2.94,0.14
-0.05,0.07,1,0,-2.94,0.35
