Accel_x,Accel_y,Accel_z,Gyr_x,Gyr_y,Gyr_z
 -0.80, 0.62, -0.18, -1.12, -1.61, -0.70
 -0.79, 0.61, -0.19, -1.40, -1.33, -1.05
 -0.79, 0.61, -0.20, -1.26, -1.33, -1.12
 -0.79, 0.60, -0.20, -0.84, -2.10, -0.77
 -0.78, 0.61, -0.19, -0.84, -1.61, -0.56
 -0.78, 0.61, -0.19, -1.12, -1.40, -0.56
 -0.78, 0.60, -0.19, -1.40, -0.77, -0.14
 -0.79, 0.60, -0.20, -1.26, -0.91, 0.07
 -0.79, 0.60, -0.20, -0.70, -1.54, 0.56
 -0.80, 0.60, -0.20, 0.07, -2.31, 0.91
 -0.79, 0.60, -0.20, 0.91, -3.22, 1.12
 -0.79, 0.60, -0.20, 1.40, -3.92, 1.26
 -0.79, 0.60, -0.19, 1.40, -3.85, 1.05
 -0.79, 0.61, -0.19, 0.70, -3.01, 0.84
 -0.79, 0.61, -0.18, 0.07, -2.31, 0.42
 -0.79, 0.61, -0.19, -0.42, -1.89, 0.21
 -0.79, 0.61, -0.20, -0.42, -1.96, 0.14
 -0.79, 0.60, -0.20, -0.14, -2.17, -0.07
 -0.79, 0.60, -0.20, 0.28, -2.80, 0.21
 -0.79, 0.60, -0.21, 0.63, -3.01, 0.42
 -0.79, 0.60, -0.20, 1.12, -3.50, 0.56
 -0.79, 0.61, -0.20, 1.12, -3.57, 0.77
 -0.79, 0.61, -0.19, 0.77, -3.15, 0.91
 -0.79, 0.61, -0.19, 0.56, -3.22, 0.98
 -0.78, 0.61, -0.19, 0.35, -3.22, 0.91
 -0.78, 0.61, -0.19, 0.28, -3.15, 0.91
 -0.78, 0.61, -0.20, 0.42, -3.22, 1.12
 -0.78, 0.61, -0.19, 0.56, -3.22, 1.12
 -0.79, 0.61, -0.20, 0.63, -3.29, 1.12
 -0.79, 0.61, -0.19, 0.77, -3.29, 1.12
 -0.79, 0.61, -0.19, 0.63, -3.29, 0.63
 -0.79, 0.61, -0.18, 0.14, -2.38, 0.21
 -0.79, 0.61, -0.19, -0.28, -2.17, 0.07
 -0.78, 0.61, -0.20, -0.56, -1.96, 0.00
 -0.79, 0.60, -0.20, -0.63, -1.75, -0.07
 -0.78, 0.60, -0.20, -0.70, -1.54, -0.07
 -0.79, 0.60, -0.20, -0.14, -1.89, 0.14
 -0.79, 0.61, -0.20, 0.42, -2.66, 0.42
 -0.79, 0.61, -0.20, 0.70, -2.87, 0.49
 -0.79, 0.61, -0.19, 0.28, -2.52, 0.42
 -0.79, 0.61, -0.19, -0.14, -1.96, 0.49
 -0.79, 0.60, -0.20, -0.28, -2.03, 0.77
 -0.79, 0.60, -0.20, -0.14, -2.31, 1.12
 -0.79, 0.60, -0.20, 0.28, -3.15, 1.47
 -0.79, 0.60, -0.20, 0.84, -3.71, 1.61
 -0.79, 0.60, -0.20, 1.40, -4.13, 1.47
 -0.78, 0.61, -0.20, 1.61, -4.13, 1.12
 -0.78, 0.61, -0.19, 1.47, -3.85, 1.12
 -0.78, 0.62, -0.19, 1.19, -3.43, 0.98
 -0.79, 0.61, -0.20, 0.98, -3.22, 1.19
 -0.79, 0.61, -0.20, 0.91, -3.36, 1.40
 -0.79, 0.61, -0.20, 0.84, -3.57, 1.61
 -0.79, 0.60, -0.20, 0.91, -3.43, 1.75
 -0.79, 0.60, -0.20, 0.63, -3.36, 1.54
 -0.79, 0.60, -0.20, 0.63, -3.22, 1.19
 -0.79, 0.60, -0.20, 0.56, -3.08, 0.91
 -0.78, 0.60, -0.20, 0.77, -3.29, 0.98
 -0.78, 0.60, -0.21, 1.12, -3.71, 1.12
 -0.78, 0.60, -0.21, 1.12, -3.92, 2.17
 -0.78, 0.61, -0.20, 1.19, -4.13, 2.10
 -0.78, 0.61, -0.20, 1.47, -4.20, 2.31
 -0.76, 0.57, -0.19, 3.08, -2.94, 5.18
 -0.78, 0.61, -0.19, 2.80, -2.94, 7.14
 -0.79, 0.63, -0.21, 2.17, -4.62, 6.23
 -0.79, 0.62, -0.21, 1.96, -4.76, 4.76
 -0.77, 0.62, -0.20, 1.89, -3.99, 5.11
 -0.78, 0.62, -0.19, 0.98, -2.24, 3.15
 -0.77, 0.62, -0.19, -0.28, -2.03, 1.96
 -0.77, 0.61, -0.19, -0.63, -1.68, 2.52
 -0.79, 0.62, -0.20, -0.91, -1.68, 1.68
 -0.78, 0.61, -0.20, -0.49, -2.24, 2.24
 -0.78, 0.61, -0.20, 0.56, -2.10, 3.22
 -0.80, 0.63, -0.19, -0.42, -1.26, 1.68
 -0.79, 0.62, -0.20, -0.98, -1.26, 0.21
 -0.78, 0.61, -0.19, -1.19, -1.19, 0.21
 -0.78, 0.62, -0.19, -1.54, -0.28, 0.07
 -0.78, 0.62, -0.19, -1.68, -0.28, 0.07
 -0.78, 0.61, -0.19, -1.89, -0.21, 0.00
 -0.78, 0.61, -0.20, -2.03, -0.21, 0.14
 -0.79, 0.61, -0.20, -1.82, -0.49, 0.21
 -0.79, 0.61, -0.20, -1.26, -0.98, 0.14
 -0.79, 0.61, -0.20, -0.98, -1.33, 0.07
 -0.79, 0.60, -0.20, -0.77, -1.26, 0.00
 -0.79, 0.61, -0.20, -0.98, -1.19, 0.14
 -0.79, 0.60, -0.20, -1.19, -1.40, 0.00
 -0.77, 0.56, -0.20, -1.82, -2.66, 4.48
 -0.78, 0.61, -0.20, 1.40, -1.40, 7.91
 -0.81, 0.64, -0.21, 0.21, -2.31, 3.57
 -0.78, 0.59, -0.22, 1.26, -4.41, 4.20
 -0.77, 0.60, -0.21, 2.10, -4.41, 6.93
 -0.78, 0.60, -0.19, 3.78, -3.57, 8.26
 -0.79, 0.62, -0.20, 3.22, -3.71, 7.63
 -0.78, 0.63, -0.21, 2.66, -4.13, 7.21
 -0.78, 0.62, -0.20, 2.80, -3.57, 4.76
 -0.75, 0.59, -0.19, 2.80, -2.87, 6.93
 -0.77, 0.63, -0.19, 2.17, -2.24, 6.44
 -0.78, 0.62, -0.20, 1.40, -2.10, 4.97
 -0.78, 0.62, -0.20, 1.54, -3.08, 4.76
 -0.78, 0.63, -0.20, 1.82, -3.29, 4.97
 -0.80, 0.63, -0.19, 1.82, -3.01, 2.80
 -0.78, 0.63, -0.19, 0.84, -3.29, 0.84
 -0.78, 0.62, -0.19, 0.56, -3.01, 0.77
 -0.77, 0.62, -0.19, 0.35, -2.52, 0.35
 -0.77, 0.63, -0.19, -0.35, -2.10, -0.28
 -0.78, 0.63, -0.18, -1.12, -1.19, -0.77
 -0.78, 0.63, -0.19, -1.68, -0.42, -1.33
 -0.78, 0.62, -0.20, -2.10, -0.14, -1.47
 -0.77, 0.62, -0.20, -1.96, -0.21, -1.47
 -0.77, 0.62, -0.20, -1.68, -0.14, -1.12
 -0.77, 0.61, -0.21, -1.40, -0.14, -0.70
 -0.77, 0.61, -0.21, -0.98, -0.42, -0.21
 -0.77, 0.61, -0.22, -0.21, -1.12, 0.56
 -0.77, 0.61, -0.22, 0.49, -1.75, 1.05
 -0.77, 0.61, -0.22, 1.12, -2.59, 1.47
 -0.77, 0.62, -0.21, 1.40, -2.59, 1.33
 -0.77, 0.62, -0.20, 1.12, -2.45, 1.12
 -0.77, 0.63, -0.20, 0.70, -2.10, 1.05
 -0.77, 0.63, -0.20, 0.07, -1.40, 0.77
 -0.78, 0.63, -0.20, -0.28, -1.12, 0.84
 -0.78, 0.62, -0.22, -0.07, -1.33, 0.98
 -0.79, 0.61, -0.22, 0.28, -2.52, 1.33
 -0.79, 0.61, -0.21, 0.98, -3.57, 1.54
 -0.78, 0.60, -0.21, 1.75, -3.92, 1.82
 -0.78, 0.61, -0.21, 2.31, -4.83, 1.82
 -0.78, 0.60, -0.21, 3.08, -5.39, 2.10
 -0.77, 0.60, -0.21, 4.06, -6.09, 2.66
 -0.77, 0.60, -0.22, 5.11, -7.07, 2.94
 -0.77, 0.61, -0.21, 6.09, -7.70, 3.43
 -0.78, 0.62, -0.21, 7.00, -7.98, 3.36
 -0.77, 0.62, -0.20, 7.07, -7.49, 3.01
 -0.77, 0.62, -0.20, 6.44, -6.86, 3.43
 -0.74, 0.60, -0.20, 7.35, -6.65, 9.73
 -0.78, 0.66, -0.20, 6.93, -5.67, 7.07
 -0.78, 0.68, -0.20, 4.48, -5.46, 1.89
 -0.76, 0.65, -0.19, 3.43, -4.62, 1.61
 -0.76, 0.64, -0.20, 2.45, -4.20, 2.03
 -0.74, 0.60, -0.20, 2.80, -3.22, 6.02
 -0.76, 0.64, -0.21, 3.29, -4.34, 7.84
 -0.78, 0.65, -0.21, 1.82, -3.92, 4.06
 -0.76, 0.65, -0.21, 0.77, -3.50, 2.38
 -0.76, 0.63, -0.21, 0.14, -3.15, 1.40
 -0.75, 0.63, -0.20, -0.70, -2.24, 1.12
 -0.76, 0.64, -0.20, -1.54, -1.05, 0.70
 -0.76, 0.64, -0.21, -2.31, -0.56, 0.42
 -0.76, 0.63, -0.22, -2.73, -0.49, 0.42
 -0.76, 0.62, -0.22, -2.52, -0.77, 0.49
 -0.77, 0.61, -0.22, -2.10, -1.12, 0.56
 -0.77, 0.61, -0.22, -1.61, -1.61, 0.49
 -0.78, 0.61, -0.21, -1.40, -1.19, 0.21
 -0.79, 0.61, -0.22, -1.40, -1.19, -0.14
 -0.78, 0.60, -0.23, -0.70, -1.82, -0.14
 -0.78, 0.61, -0.22, 0.21, -2.31, -0.28
 -0.78, 0.61, -0.21, 0.35, -2.03, -0.98
 -0.78, 0.62, -0.20, -0.49, -0.98, -2.38
 -0.79, 0.63, -0.19, -2.03, 0.42, -3.57
 -0.79, 0.63, -0.21, -2.73, 0.21, -4.48
 -0.78, 0.62, -0.23, -2.24, -1.89, -4.41
 -0.77, 0.61, -0.22, -0.77, -3.29, -3.36
 -0.76, 0.64, -0.19, -0.49, -1.12, -4.97
 -0.79, 0.68, -0.23, -2.03, -2.10, -10.78
 -0.75, 0.58, -0.20, -1.33, -3.22, -6.86
 -0.74, 0.61, -0.20, 0.14, -0.28, -2.80
 -0.75, 0.64, -0.20, -17.92, -0.14, -0.98
 -0.76, 0.63, -0.21, 0.35, -1.19, -0.07
 -0.75, 0.63, -0.20, 1.12, -1.47, 0.84
 -0.75, 0.63, -0.20, 1.40, -2.03, 1.40
 -0.75, 0.64, -0.19, 1.40, -1.75, 1.40
 -0.76, 0.64, -0.18, 0.70, -0.14, 1.12
 -0.77, 0.64, -0.19, -0.28, 0.21, 0.77
 -0.78, 0.64, -0.20, -0.91, 0.70, 0.63
 -0.78, 0.63, -0.21, -1.19, 0.35, 0.70
 -0.78, 0.62, -0.21, -0.84, -0.56, 0.49
 -0.78, 0.61, -0.21, -0.63, -1.12, 0.35
 -0.77, 0.62, -0.20, -0.35, -1.26, 0.28
 -0.77, 0.62, -0.20, -0.56, -0.98, 0.14
 -0.77, 0.62, -0.20, -0.70, -0.77, -0.21
 -0.77, 0.62, -0.21, -0.84, -0.56, -0.28
 -0.77, 0.62, -0.21, -0.77, -0.70, -0.35
 -0.77, 0.61, -0.22, -0.42, -0.84, -0.28
 -0.77, 0.61, -0.22, -0.07, -1.19, 0.21
 -0.77, 0.62, -0.22, 0.49, -1.61, 0.56
 -0.77, 0.62, -0.22, 0.91, -2.10, 0.91
 -0.77, 0.63, -0.21, 1.19, -2.45, 1.40
 -0.76, 0.62, -0.21, 0.42, -3.36, 3.08
 -0.76, 0.63, -0.21, 1.26, -2.10, 4.48
 -0.76, 0.63, -0.21, 0.98, -1.75, 4.27
 -0.76, 0.62, -0.22, 0.91, -2.10, 5.81
 -0.76, 0.63, -0.22, 0.42, -2.45, 5.74
 -0.77, 0.62, -0.26, 1.19, -4.62, 7.07
 -0.73, 0.57, -0.20, 2.24, -6.37, 13.16
 -0.77, 0.65, -0.22, 1.40, -5.74, 13.02
 -0.77, 0.64, -0.21, 1.96, -7.63, 11.90
 -0.75, 0.62, -0.22, 1.75, -9.87, 13.30
 -0.76, 0.63, -0.21, 1.68, -8.89, 12.95
 -0.76, 0.63, -0.21, 0.98, -7.77, 13.23
 -0.77, 0.64, -0.21, 0.84, -6.30, 11.97
 -0.74, 0.65, -0.22, -0.56, -7.98, 11.97
 -0.77, 0.63, -0.21, 0.00, -7.84, 10.92
 -0.78, 0.63, -0.21, 0.42, -5.95, 11.55
 -0.78, 0.64, -0.21, 0.49, -5.39, 10.43
 -0.77, 0.65, -0.21, -0.28, -6.09, 9.45
 -0.75, 0.63, -0.22, -0.28, -8.40, 12.32
 -0.77, 0.66, -0.22, -0.63, -8.96, 10.85
 -0.77, 0.64, -0.21, -0.91, -9.24, 10.71
 -0.76, 0.64, -0.20, -0.56, -8.68, 11.06
 -0.74, 0.64, -0.20, 0.49, -6.51, 11.41
 -0.76, 0.66, -0.20, 0.14, -4.90, 8.05
 -0.76, 0.65, -0.22, -0.28, -4.41, 6.86
 -0.73, 0.64, -0.21, 1.05, -4.27, 9.03
 -0.73, 0.64, -0.21, 2.10, -3.78, 10.78
 -0.71, 0.61, -0.22, 1.89, -5.32, 15.12
 -0.76, 0.67, -0.21, 1.89, -5.95, 13.02
 -0.72, 0.61, -0.22, 4.20, -6.09, 15.75
 -0.77, 0.66, -0.20, 3.57, -4.83, 12.11
 -0.76, 0.66, -0.20, 4.06, -3.71, 11.55
 -0.76, 0.66, -0.20, 3.15, -3.29, 9.87
 -0.76, 0.65, -0.21, 1.82, -3.15, 7.91
 -0.74, 0.65, -0.21, 1.89, -2.94, 6.79
 -0.72, 0.64, -0.21, 3.15, -2.59, 10.08
 -0.73, 0.68, -0.22, 2.45, -2.87, 9.94
 -0.70, 0.67, -0.21, 3.64, -3.36, 12.88
 -0.68, 0.67, -0.20, 2.73, -3.71, 15.82
 -0.73, 0.71, -0.20, 1.33, -2.87, 12.39
 -0.72, 0.70, -0.21, 0.98, -2.52, 10.15
 -0.74, 0.71, -0.22, 0.28, -2.03, 6.86
 -0.73, 0.69, -0.22, 0.00, -1.82, 3.57
 -0.73, 0.68, -0.21, -0.42, -1.96, 0.77
 -0.72, 0.69, -0.20, -1.19, -0.77, 0.07
 -0.73, 0.69, -0.19, -2.03, 0.00, -0.42
 -0.73, 0.69, -0.20, -2.87, 0.14, -0.56
 -0.73, 0.68, -0.22, -2.94, 0.14, -0.63
 -0.73, 0.67, -0.22, -2.87, -0.42, -0.35
 -0.73, 0.65, -0.22, -2.17, -1.40, 0.21
 -0.73, 0.65, -0.21, -1.54, -1.82, 0.14
 -0.74, 0.66, -0.21, -1.12, -1.82, 0.21
 -0.74, 0.66, -0.20, -1.05, -1.61, -0.14
 -0.73, 0.66, -0.20, -0.77, -1.47, -0.14
 -0.74, 0.66, -0.20, -0.56, -1.05, -0.07
 -0.73, 0.67, -0.20, -0.28, -0.98, 0.35
 -0.73, 0.67, -0.21, 0.35, -1.33, 0.91
 -0.73, 0.66, -0.21, 0.56, -1.75, 1.82
 -0.73, 0.66, -0.21, 1.05, -2.52, 2.24
 -0.73, 0.66, -0.21, 1.47, -2.66, 2.45
 -0.73, 0.66, -0.21, 1.54, -2.66, 1.89
 -0.73, 0.67, -0.20, 1.26, -1.82, 1.61
 -0.73, 0.67, -0.20, 0.84, -1.26, 1.33
 -0.73, 0.67, -0.21, 0.63, -1.05, 0.98
 -0.73, 0.67, -0.21, 0.49, -1.05, 0.63
 -0.74, 0.67, -0.20, 0.28, -1.12, 0.28
 -0.74, 0.67, -0.20, 0.07, -0.63, 0.07
 -0.73, 0.66, -0.20, 0.00, -0.42, -0.21
 -0.73, 0.66, -0.20, 0.21, -0.21, -0.07
 -0.73, 0.66, -0.21, 0.35, -0.21, -0.21
 -0.72, 0.67, -0.21, 0.49, -0.35, 0.28
 -0.72, 0.68, -0.21, 0.70, -0.49, 0.77
 -0.72, 0.68, -0.20, 0.42, -0.35, 1.12
 -0.72, 0.68, -0.20, 0.35, 0.00, 1.40
 -0.72, 0.68, -0.20, 0.00, 0.21, 1.75
 -0.73, 0.68, -0.20, -0.14, 0.42, 1.96
 -0.73, 0.68, -0.20, -0.21, 0.70, 1.82
 -0.74, 0.67, -0.21, -0.14, 0.42, 1.96
 -0.74, 0.67, -0.21, 0.00, -0.07, 1.96
 -0.73, 0.66, -0.20, 0.28, 0.00, 1.82
 -0.73, 0.66, -0.19, 0.07, 0.21, 1.54
 -0.73, 0.66, -0.19, -0.07, 0.77, 1.33
 -0.73, 0.67, -0.19, -0.14, 0.84, 1.40
 -0.73, 0.67, -0.19, 0.14, 0.84, 0.63
 -0.74, 0.67, -0.19, 0.14, 0.77, 1.33
 -0.73, 0.68, -0.20, 0.00, 0.21, 1.40
 -0.72, 0.67, -0.20, 0.56, 0.00, 1.82
 -0.72, 0.67, -0.19, 1.12, 0.56, 1.54
 -0.74, 0.68, -0.20, 1.47, 0.98, 1.82
 -0.74, 0.66, -0.22, 2.45, 0.77, 2.03
 -0.73, 0.65, -0.23, 3.22, -0.35, 2.38
 -0.72, 0.65, -0.23, 3.22, -1.12, 2.31
 -0.71, 0.66, -0.22, 3.36, -1.54, 2.03
 -0.71, 0.68, -0.22, 2.73, -0.70, 1.61
 -0.71, 0.69, -0.21, 1.96, 0.84, 1.19
 -0.72, 0.70, -0.22, 1.05, 2.31, 0.77
 -0.73, 0.69, -0.23, 0.00, 2.87, 0.49
 -0.73, 0.68, -0.23, -0.56, 2.38, -0.07
 -0.73, 0.67, -0.23, -0.56, 2.24, -0.77
 -0.73, 0.66, -0.22, 0.00, 1.61, -1.82
 -0.71, 0.68, -0.21, -0.07, 2.80, -6.02
 -0.72, 0.66, -0.21, 0.00, 2.94, -5.53
 -0.73, 0.67, -0.22, -1.19, 3.22, -6.44
 -0.71, 0.68, -0.23, -1.05, 4.55, -7.98
 -0.72, 0.67, -0.23, -1.61, 5.32, -8.75
 -0.73, 0.66, -0.24, -1.19, 6.37, -8.89
 -0.74, 0.66, -0.23, -0.77, 6.37, -9.24
 -0.75, 0.65, -0.23, 0.00, 4.83, -5.25
 -0.76, 0.67, -0.22, 1.61, 3.71, -3.64
 -0.74, 0.67, -0.23, 1.40, 2.24, -3.29
 -0.72, 0.67, -0.24, 0.07, -1.19, -5.04
 -0.71, 0.67, -0.22, -0.84, -3.71, -6.16
 -0.73, 0.67, -0.19, -4.27, -6.16, -8.75
 -0.75, 0.67, -0.17, -6.23, -6.51, -8.19
 -0.75, 0.70, -0.16, -7.07, -3.15, -7.70
 -0.76, 0.71, -0.23, -7.28, -4.55, -6.65
 -0.71, 0.70, -0.26, -3.50, -5.25, -2.38
 -0.70, 0.70, -0.27, -0.56, -7.49, -3.08
 -0.69, 0.68, -0.27, 0.84, -6.02, -6.30
 -0.67, 0.67, -0.25, -17.29, -2.94, -9.03
 -0.70, 0.66, -0.25, -1.33, 0.91, -12.81
 -0.68, 0.62, -0.25, -1.82, 3.71, -11.34
 -0.71, 0.65, -0.24, -4.06, 3.71, -14.63
 -0.74, 0.65, -0.24, -5.39, 1.19, -11.41
 -0.74, 0.68, -0.21, -4.20, -0.91, -13.16
 -0.74, 0.68, -0.21, -3.22, -1.26, -13.23
 -0.72, 0.68, -0.22, -2.17, -2.31, -12.39
 -0.73, 0.67, -0.24, -2.31, -3.15, -11.69
 -0.72, 0.65, -0.25, -4.27, -3.36, -9.94
 -0.76, 0.68, -0.26, -2.38, -3.08, -13.58
 -0.70, 0.60, -0.26, -1.96, -3.50, -9.03
 -0.73, 0.64, -0.25, -1.89, -2.10, -7.98
 -0.76, 0.61, -0.26, -1.75, -0.77, -6.86
 -0.75, 0.62, -0.27, -0.49, -1.05, -6.72
 -0.72, 0.59, -0.27, 0.98, -1.05, -4.41
 -0.71, 0.61, -0.26, 1.96, -0.14, -0.42
 -0.73, 0.64, -0.25, 1.33, 1.12, -0.84
 -0.74, 0.65, -0.26, 1.47, 0.28, -0.70
 -0.74, 0.65, -0.25, 1.68, -0.49, -0.28
 -0.73, 0.65, -0.24, 1.33, 0.28, 0.14
 -0.74, 0.66, -0.24, 1.26, 0.28, 0.91
 -0.74, 0.65, -0.24, 1.26, 0.07, 1.75
 -0.74, 0.65, -0.24, 1.40, 0.07, 2.80
 -0.74, 0.64, -0.25, 1.54, -0.35, 3.36
 -0.74, 0.63, -0.24, 1.68, 0.07, 3.99
 -0.75, 0.63, -0.24, 0.91, 0.42, 3.57
 -0.74, 0.63, -0.24, -0.42, 0.35, 3.43
 -0.75, 0.64, -0.24, -1.19, 0.21, 3.36
 -0.75, 0.64, -0.24, -1.54, 0.56, 3.29
 -0.75, 0.64, -0.24, -1.33, -0.42, 3.15
 -0.76, 0.64, -0.24, -0.21, -1.33, 2.80
 -0.76, 0.64, -0.24, 0.63, -1.82, 2.10
 -0.76, 0.64, -0.24, 1.12, -1.68, 2.17
 -0.76, 0.64, -0.23, 0.91, -1.82, 1.82
 -0.75, 0.64, -0.23, 0.56, -2.03, 1.33
 -0.75, 0.64, -0.22, 0.00, -1.75, 0.84
 -0.75, 0.64, -0.22, -0.91, -1.75, 0.49
 -0.75, 0.64, -0.22, -1.26, -2.17, 0.56
 -0.75, 0.64, -0.23, -0.84, -2.73, 0.70
 -0.75, 0.64, -0.24, 0.00, -3.43, 1.05
 -0.74, 0.64, -0.24, 0.56, -3.57, 1.96
 -0.73, 0.63, -0.24, 1.47, -2.87, 2.17
 -0.75, 0.64, -0.24, 1.54, -1.96, 2.45
 -0.75, 0.63, -0.25, 1.96, -1.61, 2.10
 -0.76, 0.62, -0.25, 2.10, -2.31, 1.89
 -0.76, 0.62, -0.24, 2.31, -2.59, 1.82
 -0.76, 0.63, -0.24, 2.24, -3.22, 1.82
 -0.75, 0.63, -0.24, 2.73, -3.99, 2.31
 -0.74, 0.64, -0.24, 2.73, -4.34, 2.03
